country,date,statement
South Africa,2007-12-06,"The short-term inflation outlook has deteriorated since the previous meeting of the Monetary Policy Committee. Food and energy prices have maintained pressure on inflation and these pressures are expected to persist in the coming months. At the same time, previous monetary policy actions are probably beginning to have an impact on household consumption expenditure and this is expected to help moderate inflation pressures over time. The MPC however has to ensure that the short term impact of higher inflation does not allow inflation expectations to become entrenched at higher levels. CPIX inflation remained outside the target range for the seventh consecutive month, reaching a 4-and-a-half-year high of 7,3 per cent in October 2007. Food price inflation has continued to accelerate, measuring 12,4 per cent in October. Most of the food categories in CPIX recorded double-digit rates of increase, with the main contributions emanating from grain products, milk, cheese and eggs, and vegetables. Meat price inflation, however, declined to 6,6 per cent. Petrol prices increased at a year-on-year rate of 12,0 per cent in October following moderate increases in the previous three months. Administered prices excluding petrol continued their upward trend and measured 8,5 per cent in October. There is however some evidence that upward pressure on other components of inflation may be moderating. If food and petrol were excluded. CPIX inflation would have measured 4,8 per cent in October, compared to 5,0 per cent in July and August 2007. Low or negative rates of inflation are still being recorded in the following categories: clothing and footwear, furniture, recreation and communication. Production price inflation in October 2007 remained high at 9,5 per cent, which was marginally above that in the previous two months. Imported goods inflation declined to 7,5 per cent while the prices of domestically produced goods increased by 10,2 per cent. Prices of agricultural and manufactured foods increased by 26,1 per cent and 17,5 per cent respectively which suggests that further pressures on retail food prices can be expected in the coming months. The most recent central forecast of the Bank indicates a further deterioration in the inflation outlook, particularly in the short term, when compared to the previous forecast. CPIX inflation is now expected to peak at around 7,8 per cent in the first quarter of next year. Thereafter CPIX inflation is expected to decline to below the upper end of the target range by the final quarter of 2008. A gradual downward trend is expected to persist and to measure 5,2 per cent in the final quarter of 2009. The higher trend is a result of higher administered price assumptions, particularly for petrol and electricity over the forecast period. Despite the higher short-term trend in inflation, expectations remain contained within the inflation target range. According to the inflation expectations survey that is conducted on behalf of the Bank by the Bureau for Economic Research (BER) at the University of Stellenbosch, there was only a slight deterioration in expectations in the fourth quarter compared to those in the third quarter when a significant increase in expectations was recorded. CPIX inflation in 2008 is now expected to average 5,9 per cent, compared to the 5,8 per cent expected in the previous survey. Significantly. CPIX inflation expectations for 2009 remained unchanged at 5,6 per cent. Expectations as reflected in the break-even inflation rates, which is the yield differential between conventional and inflation-linked bonds, reflect some deterioration. Break-even inflation rates over different maturities decreased between the August and October meetings of the MPC. Since the October meeting, break-even inflation has increased somewhat over all maturities, but still remains below the 6 per cent level. The main risks to the inflation outlook emanate from food, petrol and electricity price prospects. International oil prices have continued to remain an upside risk factor. At the time of the October meeting of the MPC. North Sea Brent crude oil prices were trading at around US$78 per barrel. Since then prices increased to peak at almost US$100 per barrel, although in recent days prices have fallen declined to around US$90 per barrel. Domestic petrol prices have been adversely affected by these international trends, and the local price of 93 octane petrol increased by 3 cents per litre in November and by 43 cents per litre in December. The degree of upside risk from food price increases may have subsided over time, but food prices nevertheless remain the main contributors to inflation. As noted, production prices indicate that further pressures can be expected on CPIX in the short term. However there are expectations of some moderation during the course of next year as a result of base effects and more favourable weather conditions and higher crop estimates. Futures prices generally reflect an expectation of lower prices, particularly for maize, during 2008. Global food price pressures are nevertheless expected to persist for some time. Electricity prices in particular pose a significant risk to the inflation outlook. The National Electricity Regulator is due to make a decision on the application by Eskom to raise electricity tariffs by 18 per cent in 2008 and 17 per cent in 2009 in order to help finance its capital expenditure programme. Despite these risks and pressures, not all of the recent developments have been negative from an inflation perspective. In particular, there is evidence of a lagged response by the economy to the previous monetary policy tightening. Household consumption expenditure continues to show some signs of moderation in response to the changed monetary policy stance and lower household disposable income growth. Final consumption expenditure by households grew by 4,5 per cent in the third quarter of 2007, compared to a revised 4,9 per cent growth in the second quarter. This third quarter moderation was a result of a marked deceleration in real expenditure on semi-durable goods in particular. The real value of retail sales remained broadly unchanged from the second quarter to the third quarter. Sales of new vehicles also remained subdued. Despite these developments, the FNB/BER Consumer Confidence Index reflected an increase in consumer confidence during the fourth quarter. Reflecting the slowdown in household consumption expenditure, credit extension to the private sector has shown some signs of moderation, but nevertheless remains at high levels. Twelve-month growth in total loans and advances had declined gradually over the past few months. Growth over twelve months in loans and advances extended to the household sector declined to 20,1 per cent in October 2007, having peaked at 28,2 per cent in February 2006. The growth rate of loans and advances to the corporate sector declined to 29,7 per cent in October. Household debt as a percentage of household disposable income increased to 77,4 per cent in the third quarter. Asset price growth, which in the past has helped to underpin domestic demand, appears to be somewhat restrained. Having recovered from the initial impact of the sub-prime developments in the US and euro area, the JSE limited has been fairly volatile, in line with the uncertainties that prevailed in the global equity markets. In addition, according to ABSA Bank, the year-on-year rate of increase in house prices in the middle segment has declined further to 13,6 per cent in October. Fiscal policy continues to be supportive of monetary policy. In the October Medium Term Budget Policy Statement, the commitment to fiscal prudence was confirmed with the projection of fiscal surpluses for the coming three years. Output growth remained strong, with GDP growth measuring 4,7 per cent in the third quarter of 2007 compared to a revised 4,4 per cent in the second quarter. Economic growth therefore continues to be around rates consistent with the potential growth rate of the economy. Growth in gross fixed capital formation remained strong in the third quarter, and this is expected to underpin growth going forward. The exchange rate of the rand has displayed a higher degree of volatility in recent weeks, but nevertheless has remained relatively unchanged since the previous meeting of the MPC. The relative strength of the rand has been underpinned by sustained capital inflows which financed an expanding current account deficit in the third quarter of 2007. The deficit, which measured approximately 8,1 per cent of GDP, was driven mainly by increased imports of manufactured goods, as well as by a marked acceleration in service payments to non-residents. Despite this, capital inflows were sufficient to allow for a further accumulation of foreign exchange reserves by the Bank. At the end of November, the official gross gold and other foreign exchange reserves had increased to US$32,3 billion, and the international liquidity position to US$30,7 billion. The outlook for the international economy remains uncertain, with continued turbulence in international financial markets. The reported losses of institutions with exposure to the US sub-prime mortgage market have exceeded expectations, and there are concerns that the downturn in some of the advanced economies may be more severe than originally anticipated. Global inflation appears to be contained although oil and food prices continue to pose a risk to the outlook. The assessment of the MPC is that the balance of risks to the inflation outlook continues to be on the upside. Therefore the MPC has decided to adjust the repurchase rate by 50 basis points to 11,0 per cent per annum with effect from Friday, 7 December 2007. The MPC will continue to monitor relevant developments and take the necessary steps to ensure that inflation returns to within the target range. ADDENDUM TO THE MONETARY POLICY COMMITTEE STATEMENT OF 7 DECEMBER 2006. Monetary Policy Committee Meeting dates for 2008."
South Korea,2007-12-07,"The Bank of Korea Monetary Policy Decision The Monetary Policy Committee of the Bank of Korea decided today to maintain the call rate target (uncollateralized overnight rate) at its current level (5.00%) for the intermeeting period. (The following is an English translation of the Monetary Policy Committee statement). The Monetary Policy Committee of the Bank of Korea decided today to maintain the call rate target (uncollateralized overnight rate) at its current level (5.00%) for the intermeeting period. The domestic economy seems likely to maintain its upward trend. While investment exhibits a slowdown in its pace of expansion, exports continue to post robust growth and private consumption shows a steady increase. There is, however, a high degree of uncertainty surrounding future economic developments, largely due to the run-up in international oil prices and the prolonged international financial market unrest. Consumer price inflation has picked up its pace, mainly influenced by high oil prices. The upward trend of real estate prices has flattened out. In the financial markets, there is ample liquidity and financial institutions' lending continues to show a steady increase. Meanwhile, financial market price variables have shown increased volatility, mainly affected by the international financial market unrest."
United States,2007-12-11,"The Federal Open Market Committee decided today to lower its target for the federal funds rate 25 basis points to 4-1/4 percent. Incoming information suggests that economic growth is slowing, reflecting the intensification of the housing correction and some softening in business and consumer spending. Moreover, strains in financial markets have increased in recent weeks. Today's action, combined with the policy actions taken earlier, should help promote moderate growth over time. Readings on core inflation have improved modestly this year, but elevated energy and commodity prices, among other factors, may put upward pressure on inflation. In this context, the Committee judges that some inflation risks remain, and it will continue to monitor inflation developments carefully. Recent developments, including the deterioration in financial market conditions, have increased the uncertainty surrounding the outlook for economic growth and inflation. The Committee will continue to assess the effects of financial and other developments on economic prospects and will act as needed to foster price stability and sustainable economic growth. Voting for the FOMC monetary policy action were: Ben S Bernanke. Chairman; Timothy F Geithner. Vice Chairman; Charles L Evans; Thomas M Hoenig; Donald L Kohn; Randall S Kroszner; Frederic S Mishkin; William Poole; and Kevin M Warsh. Voting against was Eric S Rosengren, who preferred to lower the target for the federal funds rate by 50 basis points at this meeting. In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in the discount rate to 4-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of New York. Philadelphia. Cleveland. Richmond. Atlanta. Chicago, and St. Louis."
Chile,2007-12-13,"Central Bank of Chile Santiago, 13 December 2007 Press Release* In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to raise the monetary policy interest rate by 25 basis points, to 6% (annual). This decision is necessary to reduce the propagation risks of current high inflation to costs and expectations, in order to insure that annual inflation will converge to 3% over the policy horizon. Internationally, problems and risks associated with the subprime crisis have intensified, and reduced dynamism is forecast for industrialized economies. Meanwhile, the oil price, although still high, fell with respect to its high levels a month ago, while the prices of copper and several food products continue to be high, above projections. This shapes an external scenario relevant to the Chilean economy that, although still positive, presents higher risks of adverse conditions. In the domestic scene, available information points at output growth in the second half falling short of projections in the latest Monetary Policy Report, a situation that goes beyond the performance of some specific sectors. However, on the demand side, both consumption and investment remain dynamic. Salaried employment continues to grow, albeit at lower rates, and internal financial conditions show no significant changes. Annual CPI inflation continued to increase and now stands above 7%. Annual figures are projected to remain high for several months, to later descend toward the target. In the last month, the CPI was affected particularly by sudden, large price increases in electric power and fuels, widening the gap with CPIX1 inflation (which excludes fuels, perishables and some regulated utilities). The price increases of some foods, particularly perishables, have begun to revert. Medium- and long-term inflation expectations remain anchored around 3% per annum. The Board considers it opportune to state that the future path of the monetary policy rate will depend on incoming information and its consequences on the inflation forecast. Particularly important for this will be the unfolding of the international scenario, the evolution of the output gap and the potential propagation of recent inflationary shocks to other prices. * The Spanish original prevails."
Egypt,2007-12-13,"Central Bank of Egypt Press Release December 13, 2007 The Central Bank of Egypt decided to keep its overnight deposit rate unchanged at 875 percent per annu. In its meeting held on December 13, 2007, the Monetary Policy Committee (MPC) decided to maintain the overnight deposit and lending rates at 875 percent and 1075 percent, respectivel. The annual headline CPI inflation declined to 75 percent (y/y) in October and to 68 percent in Novembe. The drop in headline CPI was particularly intensified as base effects caused by last year's supply shocks continue to level of. However the inflationary demand pressures from higher economic growth still pose risks to the inflation outlook, in addition to the possible propagation of the higher food prices on non-food price. The MPC will continue to closely monitor all economic developments, especially the factors underlying inflation and the recent developments in international financial markets, and will not hesitate to adjust the key CBE rates to ensure price stability over the medium-ter. Dr Rania Al-Mashat Division Chief. Monetary Policy Unit Telephone number: 27701315 E-mail address: monetarypolicy@cbeorge."
Turkiye,2007-12-13,"The Monetary Policy Committee (The Committee) decided to lower the policy rates as follows: a) Overnight Interest Rates: Borrowing rate from 16.25 to 15.75 percent, and lending rate from 20.75 to 20 percent, b) Late Liquidity Window Interest Rates: Borrowing rate applied between 4:00 p.m.  5:00 p.m. from 12.25 to 11.75 percent, lending rate from 23.75 to 23 percent, c) The interest rate on overnight and one-week maturity borrowing facilities provided for primary dealers via repo transactions from 19.75 to 19 percent. Third quarter GDP figures suggest a mainly supply-driven slowdown in economic activity. Private domestic demand displays a moderate recovery, yet the slowdown in government expenditures and in external demand contains domestic demand, as anticipated. Therefore, aggregate demand conditions continue to support disinflation. Accordingly, inflation is expected to decelerate despite the risks from food and energy prices. The Committee, judging the recent rise in inflation as temporary, maintained the policy stance presented in the October Inflation Report, and assessed that, under a measured and cautious rate cut cycle, the risks against attaining the inflation target in the medium run are balanced. Drought and energy related supply shocks not only increase inflation temporarily but also have short term adverse effects on the growth rate. The Committee underlined that the primary goal of the Central Bank is to achieve price stability, and noted that monetary policy remains restrictive even after the recent rate cuts. The timing and extent of further easing will depend on incoming information regarding global liquidity conditions, external demand, fiscal policy implementation and other factors affecting the medium term inflation outlook. Furthermore, potential second round effects of rising food and energy prices are closely monitored. It should be emphasized that any new data or information related to the inflation outlook will lead the Committee to reconsider its stance. The summary of the Monetary Policy Committee Meeting will be released within eight working days."
Peru,2007-12-15,"MONETARY PROGRAM FOR DECEMBER 2007 BCRP MAINTAINS THE REFERENCE INTEREST RATE AT 5.0% The Board of the Central Bank approved to maintain the monetary policy reference rate at 5.0 percent The Board continues to oversee the evolution of inflation and its determinants, distinguishing the factors with temporary impacts from those with permanent effects. Likewise, the Central Bank continues to keep a close watch on international economy developments and on their repercussions on inflation in the country. Inflation's recent increase above the target is basically associated with rises in the international prices of some basic food inputs. However, inflation in November has decreased to 0.11 percent, a rate compatible with the inflation target. Should expectations about inflation increase or should domestic demand grow at a faster pace than productive capacity and productivity, the Bank will make any necessary preventive adjustments in the reference interest rate. The Board made this decision considering the following macroeconomic information: The Consumer Price Index for Metropolitan Lima (CPI) increased 0.11 percent in November the second lowest rate this year and accumulated 3.5 percent over the last 12 months, a level above the monetary target range (2 percent, plus or minus one percentage point). The rise in the prices of papaya, evaporated milk, and citrus fruits observed during the month were partially offset by a drop in the prices of poultry, onion, and sugar. Core inflation was 0.59 percent and accumulated 2.9 percent over the last twelve months. On the other hand, imported inflation was 0.5 percent in November and showed a last 12-month rate of 10.0 percent. As pointed out in our Inflation Report of September, last 12-month inflation is expected to be transitorily above the upper band of the target range (3.0 percent) in the short-term, due mainly to a higher imported inflation rate, particularly in terms of inputs used for the production of food products. Inflation is expected to converge to the target (2.0 percent), as in other similar episodes. Firms' expectations on inflation for 2008 and 2009 remain around 2.0 percent. On the other hand, inflation expectations in the case of financial entities and economic analysts have been revised slightly upwards, but remain within the inflation target range. Thus, according to the surveys carried out with financial entities and economic analysts, inflation expectations for 2008 and 2009 are 2.8 and 2.5 percent respectively in the case of the former and 2.5 and 2.4 respectively in the case of the latter. Economic activity continues to show a robust growth: GDP grew 8.2 percent and domestic demand grew 11.2 percent during the first nine months of this year. The nuevo sol appreciated 0.63 percent against the dollar in November and 6.4 year-to-date. Moreover, the nuevo sol depreciated 0.15 percent against the currency basket of our trading partners in November, and has appreciated 1.6 percent so far this year. The average monthly interest rate for the interbank market was 4.99 percent in November, close to the reference interest rate. During the session, the Board approved the annual interest rates on the following active and passive operations in soles between the BCRP and the financial system: Direct repo and rediscount operations: 5.75 percent. Overnight deposits: 4.25 percent. Likewise, the Board of Directors approved the interest rates on the following operations in dollars between the BCRP and the financial system: Rediscount operations: 1-month LIBOR plus one percentage point. Overnight deposits: overnight LIBOR minus 3/8 of one percentage point. Swap: a commission equivalent to a minimum annual effective cost of 5.75 percent. Reserve requirements in foreign currency subject to remuneration: 3.5 percent. In 2008, the Board will approve the Monetary Program for each month according to the following schedule: January 10 February 7 March 13 April 10 May 8 June 12 July 10 August 7 September 11 October 9 November 13 December 11 2."
Philippines,2007-12-19,"The Monetary Board today decided to reduce by 25 basis points the BSP's key policy interest rates to 5.25 percent for the overnight borrowing or reverse repurchase (RRP) facility and 7.25 percent for the overnight lending or repurchase (RP) facility. The interest rates on term RRPs. RPs, and special deposit accounts were also reduced accordingly. This is the third time in as many policy meetings that a reduction in policy rates was adopted. In deciding to cut policy rates, the Monetary Board noted that the inflation outlook continues to provide scope for further monetary policy easing. Inflation remains likely to fall well below the 4.0-5.0 percent target range in 2007 and within the 4.0 percent + 1 percentage point target in 2008. Demand indicators have been consistent with modest demand growth, and these have exerted limited price pressures; inflation expectations remain well anchored; and liquidity growth has been decelerating for the last six months up to October, reflecting the impact of the monetary measures implemented by the BSP in May.Risks to the inflation outlook consist mainly of oil and food price pressures stemming from world markets. These risks remain manageable. While the firm peso has tempered the impact of higher import costs, developments in global oil and non-oil commodity prices bear close monitoring because of possible spill-over effects on domestic prices. The Monetary Board remains firmly committed to an environment of stable prices while being mindful of the liquidity requirements of a rapidly expanding economy."
Poland,2007-12-19,"Monetary Policy Council Warsaw, 19 December 2007 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL held on 18-19 December 2007 The Council decided to keep the NBP interest rates unchanged, i.e.: (cid:131) reference rate 5.00% on an annual basis; (cid:131) lombard rate 6.50% on an annual basis; (cid:131) deposit rate 3.50% on an annual basis; (cid:131) rediscount rate 5.25% on an annual basis. The Polish economy is still in the period of strong growth encompassing all its sectors. In 2007 Q3 the economic growth was higher than expected in the October projection. It may, however, be expected that GDP growth in 2008 will be probably lower than in 2007. Economic growth in Poland should be supported by still strong, even though weakening, activity in the world economy. Yet, uncertainty about the scale of the impact of problems in the financial markets on growth of the US and euro-area economies persists. In November the annual growth of consumer prices in Poland was slightly higher than expected reaching 3.6%, thus remaining above the NBP's inflation target of 2.5% and breaching the upper limit for deviations from the target set at 3.5%. As in many other countries considerable increase in inflation has been largely driven by a strong growth in food and fuel prices. The Council maintains its assessment that the months to come will see inflation exceeding the level expected in the October projection. In the Council's assessment, in the coming quarters economic growth will most probably continue to exceed the growth of potential GDP. The latest information on labour market developments points to a continuing strong wage growth and unfavourable relation between wage and labour productivity growth. A further build-up in wage pressure and, consequently, inflationary pressure is quite probable. The risk of continuing high inflation is also raised by the food price growth observed in the world economy and affecting the Polish market and also by prices of oil being higher than assumed in the projection. Moreover, the Budget Act conveyed to the Parliament points to a procyclical impact of fiscal policy on the economy next year. Amendments introduced to the Budget Act during parliamentary works do not change this assessment. In the mid-term inflation may be curbed by the continuing very good financial results of enterprises and high investment growth conducive to productivity growth. Inflation may also be constrained by globalisation and the ensuing increased competition in the market of internationally traded goods and services as well as to the relative stability of the zloty exchange rate. The inflationary pressure may also be reduced by a slowdown of the global economy. ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51. The Council assessed the probability of inflation overshooting the inflation target in the medium term to be higher than the probability of inflation running below the target. A more comprehensive assessment of the inflation outlook will be possible after analysing the data released in the near future. The Council will strive to bring inflation down to the level consistent with the inflation target in the medium term. The Council will be closely monitoring the growth and structure of domestic demand, including the degree of the expansionary fiscal policy stance, the relation between wage and labour productivity growth, zloty exchange rate, developments of the current account balance and the impact of globalisation on the economy and on food prices. The Council has adopted The Financial Plan of the National Bank of Poland for 2008."
Israel,2007-12-24,"24.12.2007 The Bank of Israel raises the interest rate for January 2008 by 25 basis points to 4.25 percent The Bank of Israel announces that the interest rate for January 2008 will rise by 25 basis points, to 4.25 percent. This is consistent with the policy of maintaining price stability, as expressed by the inflation targetof 1-3 percent a year. Background conditions Inflation data: The Consumer Price Index (CPI) rose in November by 0.4 percent, exceeding the forecasts that ranged between a reduction of 0.3 percent and a rise of 0.1 percent. In the last twelve months the CPI hasrisen by 2.8 percent. Inflation forecasts: Israeli forecasters expect, on average, thatthe 2007 inflation rate will reach 3.2 percent, and that inflation over the next 12 months will be 2.7 percent. They also expect, on average, that the Bank of Israel's interest rate will rise by 0.75 percentage points by the end of 2008. Expectations of inflation over the next 12 months, asderived from the capital markets, have risen from 1.2 percent in the two months prior to the previous interest rate decision (on 26 November 2007) to 1.9 percent following the publication of the November CPI. Derived expectations of the Bank of Israel interest rate are that it will rise a little in the next quarter. According to the econometric model of the Research Department, an increase in the interest rate will be needed to keep the inflation rate within the target range in the next 12 months. According to the Monetary Department's model, inflation will remain within the target range without a change in the interest rate. In both cases the assumption is that the exchange rate remains at the present level. Real economic activity: The composite state-of-the-economy index for November rose by 0.6 percent, a sign of the continued growth of economic activity. Furthermore, the indices for September and October were revisedupwards. Private consumption increased steeply in the third quarter, exports rose at a faster pace, investment in fixed capital rose, and the rise inimports slowed. It is possible that the implications of the financial crisis will reduce the rate of economic activity in 2008. The labor market and wages: The manpower survey for the third quarter of 2007 shows that unemployment fell from 7.5 percent in the second quarter to 7.3 percent in the third. The number of employees in the business sector and public sector increased in the third quarter by 5.9 percent and 2.6 percent respectively compared to the third quarter of 2006. Continuing the trend that started in the last quarter of 2006, real labor productivityrose by 1.4 percent in the third quarter, and labor costs per hour increased by 2.8 percent compared to the second quarter. Budget policy: The government's budget surplus since the beginning of the year reached NIS 7.7 billion, and it appears that thebudget will end the year close to balance. At a time when global economic developments and their effect on Israel's economy are unclear in light of the credit crisis, it is important to continue to adhere strictly tothe budget framework that played a major role in sustaining economic growth over the last few years. This is necessary in order to increase the chances of sustaining the growth trend in 2008. Hence it is important that the proposed budget for 2008, which has been approved by the government and has passed its first reading in the Knesset, be passed in accordance with the budget guidelines. The forex market: The period between the previous interest rate decision on November 26 and December 23 started with the weakening of the shekel against the dollar, and ended with its strengthening. Over the whole of the period the shekel weakened against the dollar by 1.4 percent, and washighly volatile. During that period the shekel strengthened against the euro by 1.8 percent. The strengthening of the dollar against the shekel was in line with its strengthening against most currencies. It appears that in the current account and capital imports in 2008 the basic pressures for the strengthening of the shekel against the dollar will ease somewhat. The capital and money markets: Since the previous interest rate decision (on November 26) till December 23, the leading Tel Aviv Stock Exchange indices rose by approximately 4 percent, as did the leading stock exchanges world wide. At the same time the yield on 10-year unindexed Israel government bonds rose by 0.6 percentage points, mostly after the publication of the November CPI. The yields on 10-year US government bonds also rose, by 0.2 percentage points. Thus the gap between yields on unindexed Israel government bonds and comparable US government bonds widened from 1.7 percentage points prior to the previous interest rate decision to 2.1 percentage points currently. Israel's sovereign risk premium as measured by the five-yearCDS spread rose to 0.32 percent from 0.27 percent prior to the previous interest rate decision, while risk premiums in financial markets around the world rose. The world economy: Following a certain measure of calm in September and October, the effects of the credit crisis in the financial markets of the United States and Europe reappeared last month. Financing difficulties remained severe, and continued to constitute an obstacle to full market recovery. As part of the global effort to improve interbank liquidity, the major central banks continued to inject liquidity into the financial markets. Growth in the leading markets is expected to be slower than previously estimated, but global growth is expected to remain relatively strong, thanks mainly to the anticipated high rate of growth in the emerging markets. Inflation in the leading economies is higher than expected, against the background of the rise in world oil and food prices. Against this backdrop, the Fed is expected to continue reducing its interest rate, while the ECB and theBank of Japan are expected to leave their interest rates unchanged. The main considerations behind the decision The rise in the interest rate is necessary to try to meet the inflation target, in light of the rise in inflationary pressures reflected both in actual inflationand in inflation expectations. These pressures arise from several sources:a. continued rapid economic growth and the closing of the output gap; b. the risein import prices, reflecting among other things the worldwide rise in foodand energy prices. These pressures may cause inflation to exceed the upper limit of the target range in the next few months. The rise in the interest rate is intended to act to return inflation to within the target range. Continued rapid growth, and the efficient operation of Israel's financial markets (despite the global credit crisis), enable the Bank of Israel to focus on attempting to achieve the inflation target. This, in spite of the expectation that other central banks will continue with their expansionary policies. The Bank ofIsrael will continue to monitor economic developments closely with the intention of achieving the price-stability target. Subject to this, the Bank will continue to support the attainment of a range of objectives of macroeconomic policy, in particular the encouragement of employment and growth. In addition, the Bank will continue to support the stability of the financial system. for your information: The minutesof the discussions prior to the above interest rate decision will be published on 7 January 2008. The decision regarding the interest rate for February will be published at 18:30 on 28 January 2008. 24.12.2007 The Bank of Israel raises the interest rate for January 2008 by 25 basis points to 4.25 percent. The Bank of Israel raises the interest rate for January 2008. by 25 basis points to 4.25 percent. The Bank of Israel announces that the interest rate for January 2008 will rise by 25 basis points, to 4.25 percent. In addition, the Bank will continue to support the stability of the financial system. Background conditions. Inflation data: The Consumer Price Index (CPI) rose in November by 0.4 percent, exceeding the forecasts that ranged between a reduction of 0.3 percent and a rise of 0.1 percent. The main considerations behind the decision. The rise in the interest rate is necessary to try to meet the inflation target, in light of the rise in inflationary pressures reflected both in actual inflationand in inflation expectations. These pressures arise from several sources:. a. continued rapid economic growth and the closing of the output gap;. b. the risein import prices, reflecting among other things the worldwide rise in foodand energy prices. for your information: The minutesof the discussions prior to the above interest rate decision will be published on 7 January 2008. for your information:. The minutesof the discussions prior to the above interest rate decision will be published on 7 January 2008."
