country,date,statement
South Korea,2006-12-07,"The Bank of Korea Monetary Policy Decision The Monetary Policy Committee of the Bank of Korea decided today to maintain the benchmark call rate (uncollateralized overnight rate) at its current level (4.50%) for the intermeeting period. (The following is an unofficial English translation of the Monetary Policy Committee statement). In the real economy, exports continue to show steady growth, facilities investment maintains a growing pace and construction investment shows signs of some alleviation of its sluggishness. On the other hand, private consumption exhibits a slowdown in the pace of its expansion. Meanwhile, the current account surplus has widened, thanks to the goods account surplus and the narrowed services account deficit. Consumer price inflation and core inflation both remain stable. On the other hand, the upward pace of real estate prices has slowed down affected by the government's announcement of stabilization measures. In the financial markets, overall liquidity conditions are favorable and financial institutions' lending has shown a sharp increase. Taking the above economic and financial conditions into consideration, the Monetary Policy Committee of the Bank of Korea decided today to maintain the benchmark call rate (uncollateralized overnight rate) at its current level (4.50%) for the intermeeting period."
South Africa,2006-12-07,"Introduction Inflation has continued its upward trend but is still within the inflation target range. Credit extension and domestic demand remain strong, and there only tentative signs that household consumer demand may be responding to the tighter monetary policy stance. The recent revisions of the Gross Domestic Product (GDP) data show that the economy has been growing at a faster rate than previously estimated. Reflecting the strong economy, the equity market has reached new highs. The outlook for the international economy remains somewhat mixed with good growth performances in Europe and Asia, and some weakness in the United States economy. The resulting weakening of the US dollar against some of the major currencies and the rebounding of investor confidence in emerging markets has influenced the rand and other currencies. Recent developments in inflation Year-on-year inflation as measured by the consumer price index for metropolitan and other urban areas excluding the interest cost on mortgage bonds (CPIX) declined to 5,0 per cent in October 2006 from 5,1 per cent in September. The outcome, however, was higher than expected following the R0,50 per litre reduction in the petrol price in October. Petrol and diesel prices increased at a year-on-year rate of 0,2 per cent in October, compared to 22,1 per cent in August. The lower petrol price inflation, combined with continued sizeable declines in the prices of clothing and footwear, contributed to the moderation in goods price inflation from 6,0 per cent in August to 5,1 per cent in October. However this favourable development was offset by the increase in services inflation from 3,5 per cent in August to 4,6 per cent in October. The food category remained the main inflation driver. Food price inflation increased from a year-on-year rate of 7,2 per cent in August 2006 to 7,9 per cent and 9,4 per cent in September and October respectively. Meat prices increased at a year-on-year rate of almost 20 per cent in October, whilst the prices of fish and other seafood increased by 11,0 per cent. The significance of the meat price developments is illustrated by the fact that if this sub-category were excluded. CPIX inflation would have measured approximately 3,8 per cent in October. Housing services were primarily responsible for the increase in services inflation in September and October. Administered prices excluding energy increased at a year-on-year rate of 5,5 per cent in October, up from 4,2 per cent in August. Production price inflation continued to increase markedly and across a broad spectrum of categories. Measured year-on-year, production price inflation had declined to 9,0 per cent in September 2006 from 9,2 per cent the previous month. However in October the year-on-year increase was 10,0 per cent. Imported goods inflation measured 10,4 per cent in October compared to 8,2 per cent in September. Domestically produced goods inflation increased to 9,9 per cent compared to 9,2 per cent in the previous month. The categories displaying the highest year-on-year increases included agricultural products, manufactured food and electricity, gas and water. The outlook for inflation The most recent central forecast of the Bank's forecasting model indicates a moderate improvement in the inflation outlook compared to the forecast considered at the October meeting of the Monetary Policy Committee. CPIX inflation is expected to breach the upper level of the inflation target range in the second quarter of 2007. Thereafter. CPIX inflation is expected to follow a downward path to just above 5 per cent at the end of the forecast period in 2008. The more favourable outlook is a result of the previous monetary adjustments, and a consolidation of oil prices at around US$60 per barrel. Inflation expectations have shown a slight deterioration in the fourth quarter of 2006. According to the latest survey conducted on behalf of the Bank by the University of Stellenbosch-based Bureau for Economic Research (BER), expectations increased marginally by 0,1 percentage points in respect of both 2006 and 2007. However, the forecast for 2008 shows a significant upward adjustment of 0,4 percentage points. The survey results indicate that CPIX inflation is now expected to average 5,4 per cent in both 2007 and 2008. In the previous survey the forecasts were 5,3 per cent and 5,0 per cent respectively. Although expectations for all forecast years are within the inflation target range, the upward trend in expectations observed over the past two quarters is a source of some concern to the MPC. The yield curve became more inverted in October and November 2006. Rather than necessarily reflecting expectations of a drastic slowing in the economy, technical factors are partly responsible for the inversion of the curve. The shorter end of the curve reflects expectations of higher interest rates, while the longer end of the curve is influenced by amongst others, demand and supply conditions in the bond market and positive expectations regarding future inflation outcomes. Notwithstanding the slight improvement in the forecast, the MPC still views the risks to the outlook to be on the upside, with continued pressures on inflation emanating from a number of sources. There is a mixed picture with respect to the responsiveness of household consumer demand to the cumulative 150 basis point increase in the repo rate since June. The growth in household consumption expenditure declined moderately from 7,8 per cent in the second quarter of 2006, to 7,2 per cent in the third quarter, with a marked decline in the growth of spending on durable and non-durable goods. Motor vehicle sales trends may indicate a possible impact of the increased interest rates on sales. In November, new motor vehicle sales increased at a modest year-on-year rate of 2,3 per cent, and declined by 3 per cent on a month-on-month basis. The FNB/BER Consumer Confidence Index however, rose marginally in the fourth quarter following a decline in the third quarter, indicating continued resilience in consumer demand. Despite tentative signs of moderation in consumer demand, private sector credit extension remains at high levels. Growth in total loans and advances extended to the private sector have maintained a growth rate of around 26 per cent since August 2006 despite some securitisation transactions. Mortgage advances remained the main source of credit growth. The higher rates of credit extension have contributed to the further increase in household indebtedness which in the third quarter of this year rose to 73 per cent of household disposable income, while the cost of servicing this debt has also increased marginally. Insolvencies have remained at low levels. Food price inflation continues to pose a threat to the inflation outlook and is likely to maintain its strong trend in the coming months. Wheat and maize price increases have fed through to food prices at the production price level and further pass-through to CPIX can be expected. Prices of grain products in CPIX have increased further, and in October, grain product inflation had risen to 5,5 per cent. The futures prices of maize suggest that some respite could be on the way during the first half of next year. The risk to the inflation outlook arising from oil price developments appears to have abated somewhat. For most of October and November. North Sea Brent crude oil traded at prices between US$55-US$60 per barrel in the international market. Towards the end of November, prices began to edge up amid fears of further OPEC quota cuts. The oil prices displayed a far lower degree of volatility than was the case during the earlier parts of this year. The current international oil price levels, and the more recently appreciated rand exchange rate, have led to a R1,14 per litre decline in domestic petrol prices during the past four months. Nevertheless the oil price is still considered to pose an upside risk to the inflation outlook, given the sensitivity of oil prices to geopolitical events and the continued tight supply and demand conditions in the oil market. During the period since the previous meeting of the Monetary Policy Committee, the exchange rate of the rand has displayed a degree of volatility. The related uncertainty therefore also poses a risk to the inflation outlook. The rand is currently trading at around R7,10 to the US dollar compared to R7,70 at the time of the October meeting of the MPC. Part of the recent appreciation of the rand against the US dollar can be attributed to the recent 6-per-cent decline in the value of the US dollar against the euro and pound sterling. Against the euro, the rand is currently trading at levels similar to those at the previous MPC meeting. On a trade-weighted basis, the rand has therefore appreciated by about 2,8 per cent since 12 October. Balance of payments developments indicate that the deficit on the trade account narrowed in the third quarter of this year, and has contributed to the decline in the ratio of the current account deficit to GDP from a revised 5,7 per cent in the second quarter of 2006 to 5,2 per cent in the third quarter. The current account deficit continues to be adequately financed by capital inflows which are largely attracted by the positive growth prospects of the South African economy. This year to date, non-resident purchases of South African bonds and equities have exceeded R100 billion, compared to R41 billion for 2005 as a whole. Official gross gold and other foreign exchange reserves stood at US$25 billion at the end of November 2006 and the international liquidity position amounted to US$22,2 billion. The South African economy has sustained its strong growth momentum and grew at revised annualised rates of 5,0 and 5,5 per cent in the first two quarters of this year respectively. Growth in the third quarter, however, moderated to 4,7 per cent. This decline is not viewed as being indicative of a widening of the output gap, and there are few signs of significant underutilisation of capacity in the economy. The forward-looking indicators also remain favourable. The Investec/BER Purchasing Managers Index declined in November, but nevertheless still indicates a strong performance in the manufacturing sector. Similarly, in the fourth quarter of this year, the RMB/BER Business Confidence Index remained at the high levels seen over the past two years, while the BER manufacturing survey showed a marked improvement in manufacturing business confidence in the fourth quarter of this year. On the positive side from an inflation outlook perspective, wage settlement levels appear to be moderate, although there is evidence of a slight upward trend. According to Andrew Levy Employment Publications, the average level of wage settlements in collective bargaining agreements increased marginally from 6,2 per cent in the nine months ending September 2005 to 6,4 per cent over the same period in 2006. Settlements ranged from 4,6 per cent in the retail sector to 8,9 per cent in the mining sector. These settlements remain in line with the inflation target if allowance is made for a moderate increase in labour productivity over time. Fiscal policy continues to be supportive of monetary policy. In the October Medium Term Budget Policy Statement, the government has continued to demonstrate its commitment to prudent fiscal management. International inflation developments are generally seen to be relatively favourable. Global inflation fears appear to have subsided somewhat in the wake of tighter monetary policies by a number of central banks. However in recent weeks there have been indications of a possible slowdown in the United States economy which have contributed to the uncertainties and volatility in the international financial markets. It is still too early to tell how these developments will play themselves out in the coming months. Monetary policy stance The Monetary Policy Committee has decided to adjust the existing monetary policy stance by increasing the repo rate by 50 basis points to 9,0 per cent per annum with effect from Friday, 8 December 2006. As always, the Monetary Policy Committee will continue to monitor all relevant developments in the economy and will not hesitate to act to ensure that the monetary policy stance remains consistent with achieving the inflation target. TT Mboweni GOVERNOR Contact person: Samantha Henkeman +27 12 313-4669 Sam."
United States,2006-12-12,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Economic growth has slowed over the course of the year, partly reflecting a substantial cooling of the housing market. Although recent indicators have been mixed, the economy seems likely to expand at a moderate pace on balance over coming quarters. Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand. Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S Bernanke. Chairman; Timothy F Geithner. Vice Chairman; Susan S Bies; Donald L Kohn; Randall S Kroszner; Frederic S Mishkin; Sandra Pianalto; William Poole; Kevin M Warsh; and Janet L Yellen. Voting against was Jeffrey M Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting."
Philippines,2006-12-13,"At its meeting today, the Monetary Board decided to keep the BSP's key policy interest rates steady at 7.5 percent for the overnight borrowing or reverse repurchase (RRP) rate and 9.75 percent for the overnight lending or repurchase (RP) rate. The tiering scheme on bank placements with the BSP was also maintained. In its assessment of the monetary policy stance, the Monetary Board agreed that the sum of new information since the previous policy meeting argues for keeping policy settings unchanged. Latest inflation readings remain in line with the forecast path, given easing oil prices and a firm peso. Equally important, inflation expectations also remain well-anchored. The Monetary Board also believes that the policy action in Novembershould be given time to work its way through the various channels of monetary policy, including the credit channel. Despite recent benign readings in inflation, the Monetary Board noted that there continue to be upside risks to future inflation. Domestic power costs could be adjusted upward in 2007, while food prices may come under pressure if the mild El Niño dry spell becomes prolonged. The outlook for international crude oil prices also remains vulnerable to geopolitical disruptions. At the same time,continued strong foreign inflows could imply added potential inflation pressures from surges in liquidity growth that, if sustained, could have adverse implications for inflation over the medium term. The Monetary Board remains vigilant against potential shifts in the public's inflation expectations, well aware that safeguarding price stability is critical to sustaining strong economic growth."
Thailand,2006-12-13,"No 49 /2006 Monetary Policy Committee's Decision on 13 December 2006 Ms. Suchada Kirakul. Assistant Governor of the Monetary Policy Group. Bank of Thailand, announces that the Monetary Policy Committee (MPC) met today to assess the latest economic developments and trends in order to determine the appropriate monetary policy stance. The main issues discussed are as follows. During the first ten months of 2006, the Thai economy expanded at a satisfactory pace. In the third quarter. GDP grew by 47 per cent, led by a robust expansion in exports. Overall economic stability improved, as reflected in the continued deceleration of core inflation from 18 per cent in October to 17 per cent in November. Although headline inflation accelerated from 28 per cent in October to 35 per cent in November, this resulted mainly from the increase in vegetable prices due to flooding. The MPC judged that the Thai economy continued to expand, although going forward, the momentum of private investment would need to be monitored closely. Price pressures remained in the economy, even though they had moderated somewhat. Therefore the MPC deemed that the current level of the policy rate is appropriate for the current economic situation and decided to maintain the 14-day repurchase rate at 500 per cent per annum. In addition, to further enhance the efficiency and transparency of the Bank of Thailand's monetary policy implementation as well as to facilitate continued development of the Thai financial markets, the MPC decided to change the policy rate to the 1-day repurchase rate, instead of the 14-day repurchase rate, effective from the next MPC meeting onwards. Trirat Thanaprakopkorn Tel: +66 (0) 2283 6186 e-mail: triratt@botorth Vision : A dynamic organization commanding public trust and respect."
Egypt,2006-12-14,"Central Bank of Egypt Press Release December 14, 2006 The Central Bank of Egypt decided to raise its overnight deposit rate by 25 bps to 875 percent per annu. In its meeting held on December 14, 2006, the Monetary Policy Committee (MPC) decided to raise its overnight deposit and overnight lending rates to 875 percent and 1075 percent from 85 percent and 105 percent, respectivel. The decision was based on the observations of emerging inflationary trends, driven by the demand pressures arising from accelerating economic growth mostly in the construction and manufacturing sector. In addition, supply factors, chiefly the outbreak of Avian flu as well as administered price adjustments, most importantly the July fuel price hike, have had varying degrees of initial cost-push effects on inflation and the second round effects are becoming eviden. The annual inflation rates are expected to remain high until the base effect from the previous price increases related to the supply shocks and administered price adjustments level of. The MPC will continue to monitor all economic development. Future decisions will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming data release. The Central Bank of Egypt Contact person Name: Mr. Tarek Amer - Deputy Governor Telephone number: 3918270-3921012 e-mail address: tarekamer@cbeorge."
Peru,2006-12-15,"BANCO CENTRAL DE RESERVA DEL PERU PRESS RELEASE MONETARY PROGRAM FOR DECEMBER 2006 BCRP MAINTAINS THE REFERENCE INTEREST RATE AT 4.50% The Board of Directors of the BCRP decided to maintain the reference interest rate for the interbank market at4.50 percent, taking into account that: The inflation rate continues to be within the lower range of the announced target range (1.5  2.5 percent), in line with the inflation forecasts outlined in our Inflation Report of September. As described in this Report, due to the reversal of the price increases observed in some food products, inflation is expected to be temporarily below the lower range of the inflation target during the next months, returning thereafter to a level within the inflation target range (1.5 percent 3.5 percent). The risks forecast in our previous Inflation Report persist. Particularly, an increased growth of domestic demand not coupled by an increase in productivity- would generate upward pressures on inflation and would, consequently, require that preventive adjustments be made in terms of the monetary stance. In this context, the Central Bank will continue to evaluate any relevant macroeconomic information and take any necessary action in order to ensure that inflation remains within the target range in the medium term. This decision has been made taking into account the following information: The Consumer Price lndex for Metropolitan Lima (CPI) decreased 0.28 percent in November. As a result of this, the CPI inflation rate accumulated in the last twelve months was 1.54 percent, close to the lower range of the inflation target (1.5 percent). One of the factors explaining this evolution was the prices of food products, especially the lower prices of onion, poultry, potato and sugar. On the other hand, core inflation was 0.13 percent, and accumulated a last-12-month rate of 1.45 percent. Economic activity is estimated to have grown by 6.9 percent in October, accumulating a rate of 7.4 percent in the January-October 2006 period, boosted by the dynamic performace of domestic demand which is estimated to have grown 9.6 percent in the same period. All domestic demand components show high rates of growth, particularly private consumption and investment which are estimated to have grown 5.8 percent and 19.7 percent respectively as a result of a favorable context marked by high consumers' and business confidence. BANCO CENTRAL DE RESERVA DEL PERU The average monthly interest rate in the interbank market was 4.48 percent in November, while the average 90-day corporate prime rate for credit in soles was 5.25 percent, a level 6 bps. lower than in October. The country risk indicator at the end of November was 158 bps., which represented an increase of 8 bps. with respect to the close of October, and reflected although to a lesser extent- the evolution observed in the region. Furthermore, the yield of the 20-year sovereign bonds in domestic currency decreased for the sixth consecutive month, falling from 6.90 percentin October to 6.88 percentin November. The nuevo sol appreciated 0.5 percentin nominal terms against the dollar in November when the exchange rate was 3.22 per dollar. However, in real terms, the nuevo sol depreciated 0.6 percent against the currencies of our main trading partners, and taking into account relative inflation with said countries. Over the last twelve months, the nuevo sol has appreciated 4.6 percent against the dollar in nomimal terms and 0.7 percentin real terms. During the month of November, banks' exchange position increased by US$ 48 million. The balance of net forward sales decreased by US$ 133 million and net purchases of dollars in the spot market amounted to US$ 569 million. The Central Bank intervened in the exchange market purchasing US$ 610 million, of which US$ 150 million were sold to the Public Treasury. During the session, the Board of Directors approved the annualinterest rates on the following operations in soles between the BCRPand the financial system: Direct repo and rediscount operations:5.25 percent. Overnight deposits: 3.75 percent. Likewise, the Board of Directors approved the interest rates on the following operations in dollars between theBCRP and the financial system: Rediscount operations: 1-month LIBORplus one percentage point. Overnight deposits: overnight LIBOR minus 3/8 of one percentage point. Swap: a commission equivalent to a minimum annual effective cost of 5.25percent. Reserve requirements in foreign currency subject to remuneration: 2.75 percentanually. The Board will approve the following Monetary Program (January 2007) on the session to be held on January 4, 2007. BANCO CENTRAL DE RESERVA DEL PERU."
Poland,2006-12-20,"Monetary Policy Council Warsaw, 20 December 2006 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL held on 19-20 December 2006 The Council decided to keep the NBP interest rates unchanged, i.e.: reference rate 4.00% on an annual basis; lombard rate 5.50% on an annual basis; deposit rate 2.50% on an annual basis; rediscount rate 4.25% on an annual basis. Since the Council's meeting in November 2006 there have been no changes in the forecasts of economic growth and inflation in the euro area for 2006-2007. In the United States both the forecasts of economic growth in 2007 and inflation in 2006-2007 have been slightly lowered. In November, the annual inflation increased both in the euro area (from 1.6% in October to 1.9% ) and in the United States (from 1.3% y/y to 2.0% y/y). Since the November meeting of the Council the current price of crude oil has increased by USD 4.6 (i.e. 7.9%), while the oil price forecast for 2007-2008 has not changed (according to the analysts polled by Reuters). GUS data on the GDP in Q3 have confirmed that the Polish economy is in a strong and consolidating recovery, which encompasses all sectors of the economy. The real GDP growth in 2006 Q3 reached 5.8% y/y and was higher than the projection and external expectations. Higher than the projection proved the growth of private consumption at 5.5% y/y (compared to 4.9% y/y in 2006 Q2), which was the highest growth since 1999 Q4. Similarly, higher than the projection was the growth in gross fixed capital formation, which accelerated to 19.8% y/y (down from 14.8% y/y in 2006 Q2) and was the highest since 1997 Q4. The rise in public consumption (of 1.1% y/y) was consistent with the projection, while the contribution of net exports to GDP growth (at -0.3 percentage points) proved less negative than in the projection. GUS data on industrial and construction and assembly output in October and November 2006 indicate the continuation of strong business activity. The November growth in industrial output was consistent with expectations of the NBP staff and lower than expected by external forecasters. It amounted to 11.7% y/y (compared to 14.8% y/y in October). In seasonally adjusted terms, the growth in industrial output was 10.2% y/y (compared to 12.5% y/y recorded in October). In line with expectations of the NBP staff, the surge in construction and assembly output was sustained (at 23.4% y/y against 28.6% y/y in October, which in seasonally adjusted terms corresponds to 25.0% y/y compared to 28.2% y/y). According to the preliminary data on money creation factors available as of 20 December, the lending to the private sector in November 2006 grew by 22.7% y/y. Since the middle of 2005 lending to households has been growing strongly and in November it accelerated to 31.4% y/y (compared to 30.1% in October and 13.3% in December 2004, when it was the lowest in the last two years). Starting from 2006 Q2 acceleration in loans to enterprises has been observed; in ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51. November their growth reached 13.1% y/y and in April 2006, when it was the lowest in the current year, it stood at 3.3% y/y. The current growth in corporate lending, combined with substantial own funds of enterprises resulting from their very good financial results in the first three quarters of 2006, may indicate that the high investment growth will be sustained. The strong economic growth is accompanied by a dynamically growing demand for labour. Since December 2004 the employment growth in the corporate sector has been constantly accelerating  in November 2006 the growth of corporate employment amounted to 3.8% y/y, compared to 3.6% y/y in October, which was the highest since the beginning of the 1990s. Economic growth is also accompanied by a high growth of wages. In November 2006, the growth in nominal wages in enterprises amounted to 3.1% y/y compared to 4.7% y/y in October. However, according to NBP estimates the wage growth in enterprises adjusted for the impact of one-off shifts in wage components in several sections was 5.7% y/y in November against 5.6% y/y in October. The latest data on GDP in Q3, combined with data on the nominal wage growth in the economy (5.0% y/y in Q3) and the growth of the number of working persons outside private farming (6.9% y/y in Q3), confirm preliminary assessments formulated in November that the growth of unit labour costs (outside private farming) stepped up significantly in Q3 (to 6.1% y/y against 4.5% y/y in Q2 and 2.7% in 2006 Q1). This growth was slightly higher than estimated in the October projection. Strong economic growth which would not pose a threat to the achievement of the inflation target can only be sustained on the condition that the growth in wages does not outpace the growth in labour productivity. This requires strong and productivity-oriented corporate governance in enterprises, which is usually more easily achieved under private ownership. This also requires wage discipline in the public sector. In November the annual growth of consumer prices rose to 1.4% from 1.2% in October. The rise in the annual inflation primarily reflected an increase in the annual growth of prices in telecommunications and recreation and culture. In November the annual growth of producer prices in industry was 2.6% against 3.2% in October (i.e. 0.5% m/m both in October and November), with 1.3% in manufacturing. In November the nominal effective exchange rate of the zloty appreciated 5.6% in year-on-year terms. The latest data suggest that annual CPI inflation in 2006 Q4 will be lower than indicated in the October projection. ‘Net' core inflation will run close to the path expected in the projection. Some factors may arise in 2007 which can be temporarily pulling (CPI) inflation down in some periods. The analysis of inflation outlook indicates that maintaining inflation close to the target of 2.5% in the medium term may require monetary policy tightening. In the opinion of the Council, the currently observed strong economic growth creates convenient conditions for the implementation of reforms which would permanently reduce the public finance imbalance. The Council maintains its belief that it would be the most favourable for Poland to adopt an economic strategy focused on creating conditions that would guarantee the introduction of the euro at the earliest possible date. The constraining of public finance imbalance would be conducive, both per se and by creating conditions for the introduction of the euro, to accelerating the long-term economic growth. The Council has adopted a resolution approving The Financial Plan of the National Bank of Poland for 2007 and The Resolution on the principles of setting and releasing provisions for the exchange rate risk of the zloty against foreign currencies at the National Bank of Poland. In line with the time schedule, the next meeting of the Council will be held on 23 January 2007 and will be devoted to discussing the draft Inflation Report. The Report will finally be adopted at the Council's meeting on 30-31 January 2007."
Turkiye,2006-12-21,"The Monetary Policy Committee (Committee) has decided to keep short-term interest rates (policy rates) unchanged in the Inter-bank Money Market and the Istanbul Stock Exchange Repo-Reverse Repo Market as follows: a) Overnight Interest Rates: The overnight borrowing interest rate is 17.50 percent, and the overnight lending interest rate is 22.50 percent, b) Late Liquidity Window Interest Rates: Within the framework of the Late Liquidity Window Facility, the overnight borrowing interest rate valid between 4:00 p.m.  4:30 p.m. in the Inter-bank Money Market is 13.50 percent, while the lending interest rate is 25.50 percent, c) The interest rate on overnight and one-week maturity borrowing facilities provided for primary dealer banks via repo transactions within the framework of open market transactions is 21.50 percent. The Committee considers that the recent data is broadly consistent with the outlook presented in the October Inflation Report. The slowdown in total demand continues as expected. While the private sector demand indicators point to a significant slowdown, the foreign demand remains relatively strong. Nevertheless, the tight monetary policy should continue due to factors such as the gap between the medium-term inflation expectations and the targets, the risks related to the services price inflation and the uncertainties in the global economy. Moreover, the Committee judges that inflation risks regarding the unprocessed food prices remain. In light of these developments, the Committee assesses that meeting the medium term inflation targets would necessitate the maintenance of the cautious policy stance. The Committee closely monitors the lagged effects of the monetary tightening since June. Moreover, the potential impact of the progress in the structural reform agenda and the developments in the incomes policy as well as the non-interest public sector expenditures on the inflation and the inflation expectations are carefully evaluated. The CBRT will not hesitate to tighten monetary policy in case of any new developments that would have unfavorable effects on the medium-term inflation outlook. It should be emphasized that any new data or information related to inflation outlook will lead the Committee to reconsider its stance. A brief summary of the assessments of the Committee will be released within five working days. The Monetary Policy Committee (Committee) has decided to keep short-term interest rates (policy rates) unchanged in the Inter-bank Money Market and the Istanbul Stock Exchange Repo-Reverse Repo Market as follows: a) Overnight Interest Rates: The overnight borrowing interest rate is 17.50 percent, and the overnight lending interest rate is 22.50 percent, b) Late Liquidity Window Interest Rates: Within the framework of the Late Liquidity Window Facility, the overnight borrowing interest rate valid between 4:00 p.m.  4:30 p.m. in the Inter-bank Money Market is 13.50 percent, while the lending interest rate is 25.50 percent, c) The interest rate on overnight and one-week maturity borrowing facilities provided for primary dealer banks via repo transactions within the framework of open market transactions is 21.50 percent. The Committee considers that the recent data is broadly consistent with the outlook presented in the October Inflation Report. The slowdown in total demand continues as expected. While the private sector demand indicators point to a significant slowdown, the foreign demand remains relatively strong. Nevertheless, the tight monetary policy should continue due to factors such as the gap between the medium-term inflation expectations and the targets, the risks related to the services price inflation and the uncertainties in the global economy. Moreover, the Committee judges that inflation risks regarding the unprocessed food prices remain. In light of these developments, the Committee assesses that meeting the medium term inflation targets would necessitate the maintenance of the cautious policy stance. The Committee closely monitors the lagged effects of the monetary tightening since June. Moreover, the potential impact of the progress in the structural reform agenda and the developments in the incomes policy as well as the non-interest public sector expenditures on the inflation and the inflation expectations are carefully evaluated. The CBRT will not hesitate to tighten monetary policy in case of any new developments that would have unfavorable effects on the medium-term inflation outlook. It should be emphasized that any new data or information related to inflation outlook will lead the Committee to reconsider its stance. A brief summary of the assessments of the Committee will be released within five working days."
Israel,2006-12-25,"25.12.2006 The Bank of Israel lowers the interest rate for January 2007 by 50 basis points to 4.5 percent The Bank ofIsrael announces that the interest rate for January 2007 will be lowered by 50 basis points to 4.5 percent. This step is consistent with the policy of maintaining price stability in the long run, in accordance with the inflation target of 1-3 percent a year. Background conditions The Consumer Price Index (CPI) fell in November by 0.2 percent, in line with general expectations. This fall in the CPI stems mainly from the continued strengthening of the shekel against the dollar and the fall in prices of housing, transportation and communications. Since the beginning of the year the CPI has declined by 0.1 percent and has fallen in the past 12 months by 0.3 percent, below the lower limit of the target inflation range. Against the background that changes in the exchange rate have a rapid and strong effect on inflation, the strengthening of the shekel against the dollar has been a major factor in the reduction of inflation, both in recent months, and over thepast 12 months. The strengthening of the shekel reflects the weakening of the dollar worldwide as well as several positive developments in the economy, principally the increase in the current account surplus in the balance of payments and the inflow of foreign investment into the economy. Followingthe cumulative fall in the CPI in the past three months--by about 2 percentage points--inflation (over the past measured 12 months) is expected to be lower than the target throughout the firsthalf of 2007. Inflation expectations for the next twelve months derived from the capital market werein the vicinity of the midpoint of the target inflation range from the beginning of the year until September 2006. Since October, however, they were below the midpoint of the range and in December they reached about 1.3 percent. Expectations derived from the yield curve indicate a reduction in the interest rate of 0.3 of a percentage point in the course of the next twelvemonths. In addition, the forecasters predict inflation for the next 12 months below the midpoint of the range, at 1.5 percent, and expect, on average, that the Bank of Israel interest rate will reach 4.75 percent at the end of 2007. The econometric models of the Bank of Israel suggest that conditioned on a reduction in the interest rate, the inflation rate for 2007 is likely to be within the inflation target range by the fourth quarter of 2007.</td> Annual economic growth rate for 2006 is expected to reach 4.8 percent, despite the hostilities in the north during the summer. The current rapid rate of growth is similar to that in the first half of the year. Though the composite state-of-the-economy index in November rose by 0.1 percent, it is still too early to deduce from this any change in the rate of development of economic activity. Unemployment fell in the third quarter of 2006, while unit labor costs rose only slightly in the same period as labor productivity continued torise rapidly. The current account surplus in the balance of payments increased in the third quarter by $ 2.4 billion, totaling $ 6 billion since the beginning of the year, which is some 4.7 percent of GDP. Foreign trade datafor November show continued export growth, and a slowing of the rate of growth in goods imports. Nonresidents' flow of investments in Israel continued unabated in November, following the trend set earlier in the year. In the international financial markets. Israel's risk premium, as measured by the five-year CDS spread, fell further, as it did for other countries. The yield gap between fixed-rate, 10-year Shahar local-currency bonds and 10-year US government bonds also continued to contract. At the same time, the Fitch rating agency raised Israel's outlook from Stable to Positive. Data on theperformance of the government budget show a continued recovery in tax revenues, while expenditure increades have slowed, such that the annual budget deficit is expected to reach about 1 percent of GDP. Assuming the Knesset will approve the 2007 budget in line with the framework approved by the government, the budget deficit for the coming year is expected to be consistentwith the ceiling set in the budget, of 2.9 percent. The mainconsiderations behind the decision The decision to cut the interest rate by 50 basis points is, intended to raise the probabilities that inflation will return to within the target range during 2007. As the CPI has fallen cumulatively in recent months, the Bank of Israel does not expect inflation as measured by the increase in the CPI over the past 12 months--to return to within the target range until the second half of 2007. This decision is consistent with the Bank of Israel's policy to gradually bringing theinflation rate back to the target range, while preserving financial stability. The Bankof Israel will continue to monitor economic developments closely with the intention of achieving the price-stability target. Subject to this, the Bank will continue to support the attainment of a range of objectives of macroeconomic policy, in particular to encourage employment and growth. In addition, the Bank will continue to support financial stability. 25.12.2006 The Bank of Israel lowers the interest rate for January 2007 by 50 basis points to 4.5 percent. The Bank of Israel lowers the interest rate for January 2007 by 50 basis points to 4.5 percent. The Bank ofIsrael announces that the interest rate for January 2007 will be lowered by 50 basis points to 4.5 percent. This step is consistent with the policy of maintaining price stability in the long run, in accordance with the inflation target of. 1-3 percent a year. Background conditions. The Consumer Price Index (CPI) fell in November by 0.2 percent, in line with general expectations. The econometric models of the Bank of Israel suggest that conditioned on a reduction in the interest rate, the inflation rate for 2007 is likely to be within the inflation target range by the fourth quarter of 2007.</td>. Annual economic growth rate for 2006 is expected to reach 4.8 percent, despite the hostilities in the north during the summer. The mainconsiderations behind the decision. The decision to cut the interest rate by 50 basis points is, intended to raise the probabilities that inflation will return to within the target range during 2007."
