country,date,statement
Chile,2005-08-11,"Central Bank of Chile Press Release* 11 August 2005 In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to raise the monetary policy rate by 25 basis points, to 3.75% (annual). The available information shows that output growth continues above trend and domestic expenditure is growing strongly. The international scenario continues to be favorable, despite the fact that oil price is still increasing. Domestically, monetary conditions continue to be clearly expansionary and investment is growing vigorously. Employment is increasing rapidly, which favors stronger consumption dynamism. CPI inflation exceeded 3% sooner than forecast, mainly due to the incidence of increased fuel prices and some regulated rates. However, the various trend inflation measures are normalizing, leaving behind the unusually low levels of the past few quarters. The Board considers that, in the most likely scenario, it will continue to reduce the prevailing monetary stimulus, in order to maintain expected inflation around 3% per annum in the normal policy horizon. * In case of any discrepancy or difference in interpretation, the Spanish original prevails."
South Africa,2005-08-11,"The South African economy is continuing to show signs of robust growth and inflation has remained at low levels. Since the last meeting of the MPC, international oil prices have risen to new highs, the rand exchange rate has appreciated moderately and domestic expenditure has remained strong. Oil price increases could be a major source of inflation pressure and pose the greatest risk to future inflation outcomes. Improved international perceptions of South Africa have been reflected in developments during the past two months. The recent ratings upgrade by Standard and Poor's of South Africa's external debt rating to BBB+, the completion of the purchase by Barclays Bank plc of a controlling share in Absa Bank and the recent successful conclusion by the SA Reserve Bank with 33 banks of a $1.5 billion dual-term syndicated loan facility at far more favourable margins reflect the growing positive sentiment towards South Africa by international investors. In conjunction with the higher level of foreign exchange reserves, such developments can be expected to underpin a greater degree of stability of the macroeconomic environment. Inflation as measured by the consumer price index for metropolitan and other urban areas excluding the interest cost on mortgage bonds (CPIX) has remained within the inflation target range of 3-6 per cent for the past 22 months. For the past three months. CPIX inflation has been below the market consensus forecasts. In June. CPIX inflation was 3,5 per cent, down from the 3,9 per cent measured the previous month. The lower inflation has become increasingly broad-based, and a significantly larger number of categories of goods and services are now within the inflation target range. Prices have continued to decline in a number of categories, including clothing and footwear, furniture and equipment and some food items such as vegetables and grain. Although services inflation has been declining in recent months there is still a significant difference between goods inflation and services inflation. In June, for example, services inflation measured 6,1 per cent compared to 2 per cent for goods inflation. Although the decline in services inflation has been slow, it nevertheless compares favourably with the 7,0 per cent measured in June 2004. Part of the sluggishness of services inflation can be attributed to the behaviour of administered prices excluding petrol. Although administered price inflation declined significantly from the middle of 2003, since mid-2004 it has remained relatively unchanged. In May and June 2005, administered price inflation excluding petrol measured 7,0 and 6,9 per cent respectively. Production price inflation has also remained subdued. In June 2005, the percentage change over twelve months was 2,3 per cent, compared to 2,4 per cent the previous month. Although imported goods prices showed an increase from 1,8 per cent to 3,4 per cent from May to June, prices of goods produced domestically rose at a year-on-year rate of 1,9 per cent, down from 2,6 per cent the previous month. This decline was mainly a result of falling prices in the agricultural sector. The central outlook for inflation remains generally favourable and CPIX inflation is expected to remain within the 3 to 6 per cent target range for the forecast period to the end of 2007. Although the inflation rate over the past few months has been below 4 per cent, it is expected to increase over the next few months, partly as a result of the higher petrol prices. According to our central forecast. CPIX inflation will begin to rise moderately and peak in the first quarter of 2006 marginally below 5,5 per cent, whereafter it is expected to decline moderately. This is marginally higher than the previous forecast and reflects changes in oil price and exchange rate assumptions. The favourable inflation outlook is underpinned by a number of factors which have improved since the previous meeting. These include the low food price and producer price inflation, and the lower than expected inflation outcomes referred to above. Since the last MPC meeting there has been a moderate appreciation of the exchange rate of the rand. At the time of the June meeting the rand was trading at a level of around R6,80 to the US dollar. Since then the dollar has weakened against the euro. Having reached a level below US$1,19 to the euro, the dollar is currently trading at levels of around US$1,24. This development explains in part the strengthening of the rand exchange rate to current levels of around R6,37. A further factor that contributed to the strengthening of the rand was the ratings upgrade from Standard and Poor's. On a trade-weighted basis, the rand appreciated by 6,8 per cent in the period following the last MPC meeting, although it has depreciated by 6,1 per cent since the beginning of the year. The rand will continue to be influenced mainly by dollar developments, which remain uncertain. The trend of wage settlements and unit labour costs are closely watched by the MPC. At the April meeting we commented on the divergence between wage settlement trends and unit labour cost trends. Although we would not expect these two measures to coincide exactly, they should move in broadly the same direction. Since then there has been greater consistency in the two measures. In the first quarter of 2005, unit labour costs in the non-agricultural sectors increased by 5,9 per cent, compared to the first quarter of 2004. This was a decline from the revised figure of 9,8 per cent measured in the fourth quarter of 2004. Average wage settlements, as surveyed by Andrew Levy Employment Publications, were 6 per cent for the first half of 2005, compared to 6,8 per cent in 2004 as a whole. Although it is too early to tell if this lower trend will continue, it is a positive development from an inflation perspective. However, much will depend on the outcome of the current round of wage negotiations that are taking place in a number of sectors. Fiscal policy continues to be supportive of monetary policy. Despite the mildly expansionary budget tabled in February this year, the tax revenues in the current fiscal year have to date significantly exceeded budgeted revenues, primarily as a result of higher-than-expected corporate taxes. Expenditure is broadly in line with budget. Given the volatility of expenditures and revenues, it is probably premature to draw firm conclusions about the likely fiscal outcome for the year, but it appears unlikely that the budgeted deficit will be exceeded. International developments remain broadly supportive of a favourable inflation environment. Although there are some signs of inflation pressures in a number of countries related to oil price increases, the longer term outlook remains benign. Interest rate trends have varied, and in general, interest rates in fast-growing countries such as the United States have been increasing, while those in the slower-growing economies have either remained unchanged, as in the euro area, or have recently declined, as in the United Kingdom and Sweden. There are however a number of threats to the inflation outlook. The most significant emanates from the international oil prices which have reached new record highs in recent days. The monthly average spot price of Brent crude oil increased from US$53,86 per barrel in June to US$57,49 in July. Since then prices have breached the US$64 per barrel level, and prices for future delivery over the next three months are currently above this level as well. These price increases have occurred despite several increases since 2004 in the official production quotas of the Organization of the Petroleum Exporting Countries (OPEC). The full impact of these developments are yet to be reflected in the inflation numbers. In July and August the petrol price increased by a total of almost 60 cents per litre, and the current underrecovery points to a further possible increase in September. The recent strengthening of the rand against the dollar has, however, helped to mitigate the impact of the rise in international crude oil prices on domestic petrol prices. Although GDP growth figures for the second quarter of the year are not yet available, indications are that the real economy has continued to grow at a robust pace. The composite leading business cycle indicator has increased significantly since March of this year and initial indications are that this indicator will increase further in June. Manufacturing production appears to have recovered from the slowdown experienced at the end of 2004. Manufacturing production increased by 3,2 per cent in the second quarter of 2005, following a contraction of 1,9 per cent in the first quarter. The Investec/BER Purchasing Managers Index (PMI), which reached its highest level ever in June, indicates that this recovery is expected to remain intact. The various business confidence and trade activity indices also show that expectations are strongly positive. Mining production has also remained strong, with the seasonally adjusted physical volume of total mining production for the three months to May 2005 reflecting a 4,1 per cent increase compared to the preceding three months. According to surveys, consumer confidence is also still at a high level, and consumption expenditure appears to be continuing at a strong pace. New vehicle sales peaked at record levels of 31 per cent year-on-year growth in June, although this rate of increase declined to 19,4 per cent July. Retail sales grew in real terms by 4,8 per cent in May 2005 compared with May 2004. The housing market, although still strong, has shown signs of moderation. House prices increased at an annual rate of 21,4 per cent in July of this year having peaked at an annual rate of increase of over 35 per cent in September 2004. The month-on-month increase is now less than one per cent, down from 3 per cent in January 2004. The continued high levels of expenditure are still being reflected in the rates of growth in money supply and credit extension. The twelve-month growth in M3 accelerated from 15 per cent in April 2005 to 17,1 per cent in June. Growth in total loans and advances to the private sector increased from 19,7 per in April to 22,1 per cent in June, driven primarily by an increase in asset-backed credit, in particular mortgage advances, which grew at an annual rate of 26,6 per cent in June. The robust expenditure has been reflected in part in increases in imports. However because the increase in the value of merchandise exports exceeded that of merchandise imports, the trade deficit in the second quarter of 2005 narrowed, and the current account deficit, which measured 3,8 per cent of GDP in the first quarter, is expected to contract moderately as well. Non-resident net purchases of bonds and equities have amounted to almost R40 billion in the year to date. Capital inflows increased in the second quarter compared to the first quarter, implying that the current account deficit was comfortably financed, and allowed for further reserve accumulation. At the end of July, gross reserves in the balance sheet of SA Reserve Bank had increased to US$18,9 billion, and the international liquidity position to US$15,4 billion. Although the outlook for inflation is generally favourable as described above, the Monetary Policy Committee has decided that it would be inappropriate at this stage to change the monetary policy stance in view of the risks to the inflation outlook. The repo rate therefore remains unchanged at 7 per cent per annum. The MPC will continue as usual to monitor closely all the developments in the economy and the factors influencing inflation, and will stand ready to adjust the stance in either direction if necessary, depending on the outlook for inflation."
Peru,2005-08-15,"Press Release MONETARY PROGRAM FOR AUGUST 2005 CENTRAL BANK KEPT REFERENCE INTEREST RATE AT 3.00% The Board of the Central Bank approved to keep the reference interest rates for the interbank market at 3,00 percent. It was also approved to maintain the lending and deposit interest rates for the Central Bank operations: For direct repos and monetary regulation credits, the rate is kept at 3.75 percent. For overnight deposits, the rate is maintained at 2.25 percent. In this decision it has been considered: The Metropolitan Lima Consumer Price Index (CPI) increased 0,10 percent in July. Thus, the CPI inflation over last twelve months diminished from 1,5 percent in June to 1,4 percent in July. In turn, the 12-month core inflation was maintained at 0,9 percent. The CPI inflation forecast shows that this would be located for more months around the lower limit of the inflation target range, gradually converging toward the center of the range. The economy grows at a sustained rhythm, without inflationary pressures. It is estimated that the economic activity have expanded approximately in 6,0 percent in the first semester of 2005 and it is projected to grow around 5,0 percent during the second semester of the year. In case that the interbank interest rate be higher than 3.75 percent, monetary regulation credits and direct repos will be charged with the market interbank interest rate. The interest rates for the following operations in dollars between the Central Bank and the Financial System are: Monetary regulation credits: 1-month LIBOR plus one percentage point. Overnight deposits: overnight LIBOR minus 3/8 of a percentage point. Swaps: the commission is maintained to a level that implies a minimum annual effective cost of 3.75 percent.Reserve requirement in foreign currency subject to a payment: 2.25 percent. The session in which the Board will approve the following Monetary Program (September 2005) will be held on September 1st, 2005. -2-."
Malaysia,2005-08-24,"In 2005, the economy is still expected to grow at close to its potential despite a more challenging international environment. A major uncertainty over global growth is the likely impact of persistently high global oil prices. Nevertheless, continued growth in Malaysia's major export markets, combined with sustained domestic consumption will continue to support growth. Recent data have shown inflation edging up, reflecting adjustments to rising costs resulting from higher input prices. The inflation level is expected to continue to be affected by cost-driven factors, given the sustained high global oil prices. The cumulative impact of previous price adjustments will cause inflation to peak in the third quarter of 2005, and to moderate thereafter. Productivity increases, capacity expansions and competitive pressures are playing a strong mitigating role in containing inflationary pressures. In an environment where inflation has increased, the level of monetary accommodation will be balanced to ensure that the maximum sustainable growth is achieved in an environment of price stability. Given the uncertainties associated with both the inflation and economic outlook, particularly in relation to the impact of high oil prices, the balance of these risks will be closely monitored in setting the future course of monetary policy. The Overnight Policy Rate (OPR) is maintained at its current level of 2.70%. Bank Negara Malaysia 24 August 2005."
Philippines,2005-08-24,"At its meeting today, the Monetary Board maintained the BSP's key policy interest rates at 7.0 percent for the overnight borrowing or reverse repurchase (RRP) rate and 9.25 percent for the overnight lending or repurchase (RP) rate. In its assessment of inflation and macroeconomic conditions, the Monetary Board noted that the outlook for inflation remains unchanged. Current forecasts continue to reflect the dominant impact of high oil prices. A modest deceleration in inflation is expected in the second half of 2005, helped in part by the recent easing in food prices. Nevertheless, average inflation is still likely to exceed the target for both 2005 and 2006. Significant monetary tightening could only reduce demand rather than address directly the key factor behind rising consumer prices, namely oil prices. While BSP surveys show that the firms continue to expect an increase in inflation, consumer expectations seem to have eased somewhat. This highlights the continued importance of anchoring inflation expectations, particularly given the likelihood of a continued increase in oil prices. Greater attention will be given to publicly communicating the evolving assessment for future inflation alongside the BSP's overall policy message. Non-monetary measures, as always, should continue to be pursued to the greatest extent possible. The principal emerging risk to the economy at present may be to output. Continued pressures on prices may prompt a cutback in consumption spending, which remains the key driver of aggregate demand. Under such conditions, the monetary policy stance should provide enough room to allow demand to continue to grow in order to balance out the expected contractionary impact of rising oil prices. Liquidity conditions in the financial system will continue to receive close attention from monetary authorities because of their implications on activity in the foreign exchange market and consequently inflation. The continued narrowing of interest rate differentials may affect the foreign exchange market. However, official response to instability in the foreign exchange market will be undertaken if there is a threat to the inflation target. The Monetary Board reiterates that it remains committed to the BSP's inflation objectives and will continue to closely monitor the evolving conditions for consumer prices, aggregate demand, domestic liquidity and other factors in order to determine the appropriate stance of monetary policy."
Poland,2005-08-31,"Monetary Policy Council Warsaw, 31 August 2005 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL Held on 30-31 August 2005 The Council decided to lower the NBP interest rates by 0.25 percentage point, excluding the rediscount rate which was lowered by 0.50 percentage point, to the following levels: (cid:131) reference rate 4.50% on an annual basis; (cid:131) lombard rate 6.00% on an annual basis; (cid:131) deposit rate 3.00% on an annual basis; (cid:131) rediscount rate 4.75% on an annual basis. The Council maintains its easing monetary policy bias. Since the last meeting of the Council, the outlook for economic growth and inflation in the euro area and the United States has not changed significantly. However, due to persistently high oil prices in world markets there has been an acceleration in consumer and producer prices in the United States and in producer prices in the euro area. In August crude oil prices reported another significant climb. Moreover, most analytical centres considerably increased their forecasts of oil prices for the coming years. There persists a large uncertainly about the scale of decrease in economic growth as well as about the rise in inflation caused by a considerable accumulated oil price increase. According to GUS (CSO) estimates. Poland's GDP growth rate in 2005 Q2 was higher than in 2005 Q1 both in year-on-year and quarterly terms allowing for seasonal factors. The annual GDP growth in 2005 Q2 amounted to 2.8% and was consistent with expectations. However, the structure of this growth was significantly different from expectations. Slightly lower than expected was the growth in individual consumption and investments. Considerably lower than anticipated was the contribution of inventories to GDP growth. At the same time, the contribution of net exports proved much higher than expected. Net exports  despite the strong appreciation of the zloty in 2004 and at the beginning of 2005  were the main demand factor of economic growth in 2005 Q2. It can be expected that economic growth in the second half of 2005 will be gradually increasing. July 2005 brought a smaller than expected rise in industrial output (of 2.6% y/y), however, allowing for seasonal factors, the rise in industrial output equalled 4.7% y/y and thus was the greatest since the beginning of the year. The recovery in construction, observed since 2004, has been continued. The annual growth in the construction and assembly production in July 2005 amounted to 17.4%. Enterprises' assessments of economic climate as signalled in GUS business tendency surveys remain positive and close to those recorded in July. In 2005 Q2 the number of persons working in the economy (in entities with over 9 employees) rose by 1.2% in annual terms. In July 2005 the employment in the enterprise sector rose by 1.8% y/y, while the unemployment rate slid to 17.9%, i.e. by 1.4 percentage point in year-on-year terms. According to NBP business tendency survey the number of enterprises intending to increase their employment in 2005 Q3 surpasses the number of those planning to reduce it, though the net balance of forecasts is slightly lower than one year ago. In 2005 Q2 the rise in nominal wages in the economy amounted to 3.9% y/y and, in line with expectations, was slightly higher than in the previous quarter (when it was 3.6% y/y). July 2005 saw a continuation of a moderate growth rate in nominal wages in the enterprise sector (3.2% y/y). The acceleration in the annual wage growth in enterprises in June 2005 was primarily connected with the one-off payments of awards and bonuses in the mining industry. In the Council's assessment, a necessary condition for sustained acceleration in economic growth, which would be to a larger extent grounded in the rise of employment, is the preservation of the low growth in unit labour costs. In line with the expectations of the NBP and external forecasters, in July 2005 the annual growth of consumer prices decreased slightly and amounted to 1.3%. It can be expected that in the coming quarters inflation will remain low, i.e. markedly below the inflation target of 2.5%. However, there is a risk of increased inflationary pressure related to higher forecasts of oil and gas prices, yet this may also dampen economic growth. July 2005 also brought a decline in most core inflation indices (only net inflation remained at the level from the previous month and was equal to 1.4% y/y). Additionally. August 2005 was another consecutive month which saw a decrease in inflation expectations of households (down to 1.3% from 2.2% in July 2005). Since the last meeting of the Council, oil prices has recorded a substantial climb - prices of Brent oil increased by USD 8.7 per barrel, i.e. by 15%. However, due to stronger than last year zloty exchange rate against the dollar and a moderate growth in domestic demand, the impact of high oil prices on producer prices in industry has been limited so far. The growth rate of producer prices in industry in July 2005 was equal to 0.0% y/y. The Council maintains its opinion that the most favourable for Poland would be to adopt an economic strategy focused on creating conditions that would guarantee the introduction of the euro at the earliest possible date. Implementation of public finance reforms leading to the meeting of the fiscal convergence criteria is the necessary condition for the euro area membership. However, the bills passed in July 2005 made the achievement of this goal significantly more difficult in the coming years, which has a negative effect on the economic growth prospects and may postpone Poland's euro area membership. The NBP inflation projection presented in the August Inflation Report was prepared on the basis of data available as of 28 July 2005 and so it does not account for the GUS estimates of GDP in 2005 Q2. The projection indicates that with a 50-percent probability the annual GDP growth should stay at 3.2%-3.5%, 3.9%-5.3% and 3.8%-5.6% in 2005, 2006 and 2007, respectively. In the years 2006-2007. GDP growth should accelerate unless the business conditions in Poland deteriorate or negative shocks occur in the world economy. According to the August inflation projection, the price growth should be lower than expected in the May Report. Assuming unchanged interest rates, there is a 50-percent probability that inflation will stay within the range of 0.9%-1.5% in 2005 Q4 (compared with 1.1%-2.2% in the May Report), 1.0%-3.1% in 2006 Q4 (compared with 1.2%-3.8%) and 1.2%-4.1% in 2007 Q4 (compared with 0.7%-4.3%). In line with the projection, inflation will reach a level close to the inflation target in mid-2007. Still, it has to be emphasised that the inflation projection presented in the Report does not account for all sources of uncertainty, such as the unknown economic policy of the government in -2 - the coming years and the effects of worsened outlook for public finance in connection to the bills passed by the Parliament largely impeding the necessary reduction of the public finance deficit and of the pace of public debt growth in the subsequent years. Moreover, the projection does not allow for the latest information which might have a significant bearing on the forecasted price growth. In view of the latest data the most probable path of oil prices for 2005-2007 lies approximately 15% above the path assumed in the August projection. Prices of crude oil running much higher than those accounted for in the projection constitute an important factor of inflationary risk in the monetary policy transmission horizon. In the Council's assessment, in the monetary policy transmission horizon the probability of inflation running below the inflation target is higher than presented in the August inflation projection, among others, due to possible acceleration in the structural changes ongoing in the Polish economy. In view of the fact that the interest on required reserve should not exceed the yield on open market operations the Council reduced the spread between the rediscount rate, which serves as the basis for setting the interest on the required reserve of banks, and the reference rate  from 0.5 to 0.25 percent point. The next meeting of the Council will be held on 27-28 September 2005."
Euroarea,2005-09-01,"Let me start by saying that the Governing Council of the ECB again wishes to express its profound sadness at the loss of its first chairman and President of the ECB. Dr Willem F Duisenberg, who passed away on 31 July. The Governing Council observed a moment of silence and, on behalf of all of the current and former members of the Governing Council. I paid tribute to the great qualities and achievements of my predecessor at the memorial service held in Amsterdam on 6 August. We owe it to his skilful leadership that the ECB and the Eurosystem successfully passed the stages of their establishment and initial challenges to become a central banking system that, through its actions, has gained the respect and trust of the people of the euro area and beyond. The Vice-President and I will now report on the outcome of today's meeting of the Governing Council, which was also attended by Commissioner Almunia. On the basis of our regular economic and monetary analyses, we have concluded that the monetary policy stance remains appropriate, given the current outlook for inflation rates over the medium term. The prevailing exceptionally low level of both nominal and real interest rates across the entire maturity spectrum provides considerable support to economic activity in the euro area. At present our judgement is that, although upside risks to price stability exist, we continue to see no significant evidence of a build-up in underlying inflationary pressures in the euro area. However, not least in view of the risk of second-round effects from ongoing oil price increases, the Governing Council continues to monitor the development of inflation expectations very closely. At present, particular vigilance with regard to upside risks to price stability is warranted. Allow me to explain our assessment in greater detail, turning first to the economic analysis. According to Eurostat's flash estimate, real GDP grew at a quarter-on-quarter rate of 0.3% in the second quarter of 2005, compared with 0.4% in the first quarter according to the latest data releaseEconomic activity thus continued to grow moderately in the euro area. The most recent survey indicators have, on balance, been supportive to the view that economic growth could improve in the second half of 2005, while higher oil prices continue to weigh on demand and confidence. On the external side, ongoing growth in global demand and improvements in euro area price competitiveness should support euro area exports. On the domestic side, investment should benefit from very favourable financing conditions, the robust growth of corporate earnings and ongoing improvements in corporate efficiency. Consumption growth should gradually rise, broadly in line with expected developments in disposable income. This assessment is broadly consistent with the new ECB staff projections, which will be published today. Euro area real GDP is projected by staff to grow at rates of between 1.0% and 1.6% in 2005 and between 1.3% and 2.3% in 2006. Recent forecasts from international and private sector organisations give a similar picture. In comparison with the June Eurosystem staff projections, the ranges projected for real GDP growth in 2005 and 2006 have been revised downwards slightly, reflecting both the downward revision of growth data for the first quarter of this year and the effects of higher oil prices. On balance, risks to the economic growth projections continue to lie on the downside, and relate to higher oil prices, low consumer confidence and concerns about global imbalances. Turning to price developments, annual HICP inflation was 2.1% in August according to Eurostat's flash estimate, compared with 2.2% in July. Over the next few months, annual HICP inflation rates are expected to fluctuate around current levels, mainly due to recent developments in oil prices. Looking further ahead. ECB staff project average annual HICP inflation to lie between 2.1% and 2.3% in 2005 and between 1.4% and 2.4% in 2006. The latest projections constitute considerable upward revisions to the Eurosystem staff inflation projections published in June, reflecting the fact that oil prices have once again increased by more than was suggested earlier by forward rates. At the same time, wage increases have remained contained over recent quarters; the projections are based on the assumption that this trend will prevail for the time being given the current labour market situation. Overall, we continue to see no significant evidence of underlying domestic inflationary pressures building up in the euro area. Risks to this new baseline inflation scenario are on the upside and relate to potential further rises in oil prices, administered prices and indirect taxes. More fundamentally, the main risks to the inflation outlook stem from potential second-round effects in wage and price-setting behaviour triggered by ongoing oil price rises. In this respect, it is key that the social partners continue to meet their responsibilities. Against this background, we will continue to monitor wage developments and inflation expectations very closely. Ongoing vigilance is required in order to ensure that longer-term inflation expectations remain well-anchored in the euro area. Turning to the monetary analysis, the latest data confirm the strong monetary and credit growth which has been observed since mid-2004. The monetary dynamics are driven by the prevailing low level of interest rates, as reflected in the robust growth of the more liquid components of M3. Low interest rates are also fuelling credit expansion, with the strengthening of the demand for loans broadly based across the private sector. In this context, price dynamics in the housing markets need to be monitored closely. The liquidity situation in the euro area remains ample by all plausible measures, indicating risks to price stability over medium to longer horizons. To sum up: recent oil price developments have pushed up the inflation projections for the year ahead, while medium-term domestic inflationary pressures still remain contained in the euro area. However, the balance of risks to the baseline inflation scenario is tilted to the upside. Cross-checking the economic analysis with the monetary analysis confirms the need for particular vigilance in order to keep medium-term inflation expectations firmly anchored at levels consistent with price stability. By achieving this, monetary policy is making a significant contribution towards a recovery in economic growth. Fiscal policies will make their best contribution to stability, growth and confidence if prevailing imbalances are tackled as part of determined and well-designed reform programmes. A rigorous implementation of the revised Stability and Growth Pact would reinforce the credibility of reform plans and boost expectations of a sound fiscal and growth situation. Against this background, it is regrettable that the pace of fiscal consolidation remains too slow. In some countries, targets for correcting excessive deficits are at risk. Moreover, due to a very generous application of the new rules of the Pact, countries which have recently breached the 3% deficit limit are being granted relatively long periods to correct the situation. The Governing Council therefore urges Member States to step up consolidation efforts where needed and to implement the revised rules in a manner that supports these efforts and deters future slippages. As regards structural reforms, the European Commission has recently presented the “Community Lisbon Programme” and a list of measures at the EU level to relaunch the Lisbon strategy. The programme focuses on enhancing knowledge and innovation in order to strengthen growth, on making Europe a more attractive place to invest and work, and on creating more and better jobs. It includes, for example, measures to further open EU markets and to simplify the regulatory framework within which business operates. The Community Lisbon Programme will be complemented by the introduction of national action plans for growth and jobs, which the Member States will present this autumn. Progress at both the Community and the Member State level is crucial to addressing the economic challenges facing the EU."
Egypt,2005-09-01,"Press Release September 1, 2005 The Central Bank of Egypt decided to reduce its overnight deposit rate by 50 basis points to 9% and its lending rate by 1% to 115% per annu. In its monthly meeting, held on September 1, 2005, the Monetary Policy Committee (MPC) of the Central Bank of Egypt (CBE) decided to narrow the width of the corridor from 3% to 25. Furthermore the MPC decided to reduce the deposit rate from 95% to 9% and the lending rate from 125% to 115. The MPC's decision was based on the declining inflation rates witnessed during the second half of 2004-2005, which reveal lower inflationary expectation. The MPC will continue to monitor closely all developments in the economy, specially the factors affecting inflation, and will not hesitate to adjust the key CBE rates in either direction if necessary to insure price stability over the medium ter. The Central Bank of Egypt Contact person Name: Mr. Tarek Amer  Deputy Governor Telephone number: 3918270 - 3921012 e-mail address Tarekamer@cbeorge."
Thailand,2005-09-07,"Monetary Policy Committee's Decision on 7 September 2005 Ms. Atchana Waiquamdee. Assistant Governor of the Monetary Policy Group. Bank of Thailand, announced that the Monetary Policy Committee (MPC) met today to assess the latest economic developments and trends in order to determine the appropriate monetary policy stance. The main issues discussed were as follows: 1. Against a backdrop of adverse shocks, in particular surging oil prices, the economy grew by 44 per cent in the second quarter of 2005, higher than expected and accelerating from 33 per cent in the first quarter. This reflected good economic fundamentals and the economy's ability to weather negative shocks. In this light, the MPC viewed that the growth momentum should continue going forward, especially when supported by a positive outlook on exports and investments, both public and private. The current account balance registered a large deficit during the first half of the year. In the latter half of this year, however, better export performance and a slowdown in imports should contribute towards a surplus in the current account. Nevertheless the MPC assessed that the current account balance for the entire year would be in deficit and remain so in 2006. Both core and headline inflation clearly accelerated owing to persistent increases in oil prices. Going forward, there remained a possibility that inflation would stay high or rise further if oil prices continue to increase. The MPC viewed that, while the growth momentum was strong, inflationary pressure was likely to increase and the probability of core inflation exceeding the target range remained. Moreover the current account was poised to be in deficit this year and the next. As a result, the policy rate should continue on an upward trend to keep core inflation within the target range and move real domestic interest rates towards a level consistent with economic stability and sustainable growth in the long term. The MPC therefore decided to raise the 14-day repurchase rate by 50 basis points from 275 to 325 per cent per annum effective immediately."
Chile,2005-09-08,"Central Bank of Chile Santiago, 8 September 2005 Press Release* In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to raise the monetary policy interest rate by 25 basis points to 4% annual. Despite the fact that the oil price has remained high, the international environment continues to be favorable. Strong world output growth persists, together with high copper prices and good financial conditions. The effects of hurricane Katrina, which are estimated to be low on world activity, have caused an additional shock on fuel prices and somewhat lower international interest rates. Domestic output grew relatively less in July than in previous months, due to circumstantial and probably temporary factors. Domestic expenditure continues to increase vigorously in an environment of clearly expansionary monetary conditions. Investment continuous to grow strongly, while high growth in employment, combined with optimistic private expectations, favor consumption dynamism. Annual CPI inflation and various inflationary trend measures are within the target range of 2% to 4%. Private inflation expectations have increased, especially for one year ahead and sooner, in line with the temporary increase in inflation projected in the last Monetary Policy Report. The Board considers that, in the most likely scenario, it will continue to reduce the prevailing monetary stimulus, in order to maintain forecast inflation around 3% per annum in the normal policy horizon of 12 to 24 months. * In case of discrepancy, the Spanish original prevails."
Peru,2005-09-15,"Press Release MONETARY PROGRAM FOR SEPTEMBER 2005 CENTRAL BANK KEPT REFERENCE INTEREST RATE AT 3.00% The Board of the Central Bank approved to keep the reference interest rates for the interbank market at 3.00 percent. In this decision it has been considered: The Metropolitan Lima Consumer Price Index (CPI) decreased 0.18 percent in August. Thus, the CPI inflation over last twelve months diminished from 1.4 percent in July to 1.2 percent in August. For the followings months, the annual CPI inflation forecast would be located around the lower limit of the inflation target range (1.5 percent). The economy grows at a sustained rhythm, without inflationary pressures. In the first semester of 2005, the GDP grew 5.9 percent and it is projected to grow 5.5 percent in this year, and 5.0 percent in 2006. It was also approved to maintain the lending and deposit interest rates for the Central Bank operations: For direct repos and monetary regulation credits, the rate is kept at 3.75 percent. For overnight deposits, the rate is maintained at 2.25% percent. In case that the interbank interest rate be higher than 3.75 percent, monetary regulation credits and direct repos will be charged with the market interbank interest rate. The interest rates for the following operations in dollars between the Central Bank and the Financial System are: Monetary regulation credits: 1-month LIBOR plus one percentage point. Overnight deposits: overnight LIBOR minus 3/8 of a percentage point. Swaps: the commission is maintained to a level that implies a minimum annual effective cost of 3.75 percent. Reserve requirement in foreign currency subject to a payment: 2.25 percent. The session in which the Board will approve the following Monetary Program (October 2005) will be held on October 6th, 2005. ."
