country,date,statement
Peru,2008-06-15,"- MONETARY PROGRAM FOR JUNE 2008 BCRP RAISES REFERENCE INTEREST RATE FROM 5.50% TO 5.75% The Board of the Central Reserve Bank of Peru approved to raise the monetary policy reference interest rate from 5.5 to 5.75 percent. Together with the series of monetary adjustments implemented so far this year, this increase in the reference interest rate is aimed at preventing that the rises observed in the international prices of food and fuels will translate into higher inflation expectations in a context of a high pace of growth of both public and private expenditure. In this way, inflation is expected to gradually return to the target range in a context of high and sustained economic growth. The Board will continue to oversee the evolution of inflation and its determinants, particularly in terms of indicators of pressures on demand and inflation expectations. The Board also approved to maintain the annual interest rates on the following active and passive operations between the BCRP and the financial system: Direct repo and rediscount operations: 6.5 percent. Overnight deposits: 5 percent. Swap: a commission equivalent to a minimum annual effective cost of 6.5 percent. The Board will approve the Monetary Program for July on its session of July 10."
Turkiye,2008-06-16,"The Monetary Policy Committee (The Committee) has decided to increase the policy rates as follows: a) Overnight Interest Rates: Borrowing rate from 15.75 percent to 16.25 percent, and lending rate from 19.75 percent to 20.25 percent, b) Late Liquidity Window Interest Rates: Borrowing rate between 4:00 p.m.  5:00 p.m. from 11.75 percent to 12.25 percent, lending rate from 22.75 percent to 23.25 percent, c) The interest rate on overnight and one-week maturity borrowing facilities provided for primary dealers via repo transactions from 18.75 percent to 19.25 percent. Recent readings on the supply and demand conditions are largely in line with the predictions of the April Inflation Report. Difficulties in international credit markets continue to restrain the domestic demand, while external demand displays a relatively strong course. Overall, aggregate demand conditions will support disinflation. The Committee notes that recently there have been favorable developments in unprocessed food prices, while oil prices have followed a significantly higher course than the prices assumed in the baseline scenario in the April Inflation Report. Consequently, inflation is expected to decelerate starting from the last quarter of the year, ending 2009 close to the 7.5 percent inflation target. Adverse impacts of the supply side shocks on the economy will be more limited should the economic agents align their expectations for the next three years with the target rates of 7,5 percent, 6.5 percent and 5.5 percent, respectively. Ongoing uncertainties and supply side shocks continue to pose risks on inflation. The Central Bank will consider a further measured rate hike when needed, so as to prevent the potential second-round effects of such risk factors. The extent and timing of a possible future rate hike will depend on developments in global markets, external demand, fiscal policy implementation, and other factors affecting the medium term inflation outlook. It should be emphasized that any new data or information related to the inflation outlook may lead the Committee to revise its stance. The summary of the Monetary Policy Committee Meeting will be released within eight working days."
Hungary,2008-06-23,"1 At its meeting on 23 June 2008, the Monetary Council reviewed the latest economic and financial developments and left the central bank base rate unchanged at 8.50%. 2 The Council maintains its view that Hungarian economic growth continues to be subdued and inflation has been falling slowly over recently. The negative output gap may help to reduce inflation on the horizon relevant for monetary policy, while inflation expectations potentially becoming stuck at a high level, as well as the global rises in food, commodity and energy prices are contributing to upside risks to inflation. Faced with the deteriorating outlook for inflation, the Monetary Council decided to tighten policy at its previous three policy meetings. The latest information has confirmed that there continue to be risks to meeting the inflation target. But, also taking into account the tightening in monetary conditions, the latest data have not altered the central inflation projection in the May issue of the Quarterly Report on Inflation. Based on recent private sector wage developments, it is too early to draw a firm conclusion about the disciplinary effect of the fall in demand.The Council remains clearly committed to achieving the 3 per cent inflation target. It is making efforts to prevent a rise in longer-term inflation expectations and believes that tight monetary policy should be maintained to reach this goal. However, the Council will stand ready to tighten policy further, if meeting the target warrants it."
Israel,2008-06-23,"23.6.2008</td> The Bank of Israel raises the interest rate for July 2008 by 25 basis points to 3.75 percent The Bank of Israel announces that the interest rate for July will rise by 25 basis points, to 3.75 percent. This step is taken in the context ofthe policy of maintaining price stability, in accordance with the inflation target of 1-3 percent a year. Background conditions Inflation data: The Consumer Price Index (CPI) rose by 0.7 percent in May, in line with the forecasts, but higher than the upper limit of the seasonal path consistent with meeting the inflation target. In the last twelve months the CPI has risen by 5.4 percent, and the CPI excluding the energy, food, and fruit and vegetables components, by 2.6 percent. Inflation and interest rate forecasts: Israeli forecasters expect, on average, that inflation over the next twelve months will be 3.1 percent, above the upper limit of the target range. They also expect, on average,that the CPI will rise by 0.4 percent in each of June and July. The forecasters expect, on average, that the Bank of Israel interest rate for July will rise by 0.3 percentage points. Inflation expectations for the next twelve months calculated from the capital market currently stand at 3 percent, the upper limit of the target range. Interest rate expectations derived fromthe capital markets indicate a cumulative rise of one percentage point over the next twelve months. The Bank of Israel's econometric models indicate that an increase in the interest rate is required in order to return inflation to the target range within the next twelve months. Real economic activity: Recently published data indicate that economic growth is continuing, but at a slower rate than previously. Followingthe high rate of growth in the first quarter of 2008, the Bank's forecast of growth in 2008 was adjusted upwards to 4.2 percent. This forecast takes into account a significantly slower rate of growth as the year progresses, compared with that in the first quarter. The forecast of growth in 2009 was revised downwards to 3.1 percent, on the basis of the assessment that the slowdown in growth would start later than originally expected. The composite state-of-the-economy index for May was unchanged, the result of arise in the index of manufacturing production that was offset by the declines in the indices of foreign trade, goods imports and exports, services exports, and trade and services revenue. The labor market and wages: The data in the Manpower Survey for 2008:Q 1 are in line with those of the National Accounts, indicating continued growth in that quarter. At the same time, the unemployment rate continuedto fall, and reached 6.3 percent, compared with 6.7 percent in the previous quarter. The nominal wage rose by 4.7 percent in 2008:Q 1, year on year. The rise in the public sector wage was partly due to the payment of various one-time wage components following the new wage agreement. Budget policy: Budget data since the beginning of the year suggest a deficit path that will result in a deficit of about one percent of GDP,below the ceiling of 1.6 percent of GDP. Tax revenues in January-May, after deducting the effects of a change in the law and non-recurring receipts, rose in real terms by 2.7 percent, year on year. The foreign exchange market: In the period between 25 May (the date of the previous interest rate discussion) and 22 June, the shekel weakened against the dollar by 0.6 percent and strengthened against the euro by 0.5 percent, with an increase in the volatility of the shekel/dollar exchange rate. In the last month the average daily forex trading volume was $2.2 billion. The capital and money markets: From 25 May (the date of the previous interest rate discussion) to 22 June, the Tel Aviv 100 share price index rose by 1.4 percent, in contrast to the reductions in most leading share indices abroad. Yields on 10-year unindexed government remained unchanged at 6 percent. As a result of an increase of between 0.3 percentage points and 0.6 percentage points in yields on US government bonds, the yield gap between the above Israeli bonds and comparable US government bonds declined from 2.1 percentage points prior to the previous interest rate decision to 1.9 percentage points. Similar to the development in the emerging markets. Israel's sovereign risk premium, as measured by the five-year CDS spread, went up this month from 0.52 percent before the last interest rate decision to 0.7 percent. The world economy: During the last month, following the continuedsharp rise in global energy prices, concerns over inflation increased. Meanwhile, it appears that the global economic slowdown may be less severe than had been expected hitherto. Higher than expected growth figures for the first quarter were published in Japan. Europe, and the emerging markets. Data on US growth were also revised upwards. Current data for the second quarter show a mixed picture, and the general assessment is that the probabilityof a US recession has declined. Forecasts of the Fed interest rate reversed recently, and currently the expectation is that the next change will be upward. The markets reflect expectations that the ECB will raise the interest rate by half a percentage point by the end of the year, and that the Bankof Japan will leave its rate unchanged. The financial markets, on average,are showing signs of greater calm. However, the possibility of disappointing news from the financial sector together with concern over the effect of a surge in global inflation constitute elements of uncertainty regarding developments in the financial markets. The main considerations behind the decision This current increase in the interest rate is required in light of the inflation environment that continues to be above the price stability target. Inflation over the previous twelve months was 5.4 percent, compared with the target range of 1-3 percent a year. One-year-forward inflation expectations derived from the capital market and the average of Israeli forecasters' twelve-month inflation predictions are around the upper limit of the target range. The increase in the interest rate has an important task to fulfil in returning inflation to the target, because although most of the inflation in Israel is caused by the rise in global prices, it seems that some of the price rises in the last few months have been due to the high level of domestic demand. There are several reasons for the decision to raise the interest rate by 25 basis points: the high level of uncertainty regarding the future developments of energy and food prices abroad; the expected moderating influence on prices of the slower rate of growth predicted for the remainder of 2008 and for 2009; and the curb on prices due to the strengthening of the shekel, despite the weakening of the pass-through between them. This increase in the interest rate is required to return inflation to the price stability target range of 1-3 percent inflation a year, andthereby to provide the basis that is essential to ensure that growth is sustained. The Bank of Israel will continue to monitor economic developments worldwide closely, and will raise the interest rate as necessary to achieve pricestability. Subject to this, the Bank will continue to support the attainment of a range of objectives of macroeconomic policy, in particular the encouragement of employment and growth. In addition, the Bank will continue to support the stability of the financial system. 23.6.2008</td> The Bank of Israel raises the interest rate for July 2008 by 25 basis points to 3.75 percent. The Bank of Israel raises the interest rate for July 2008 by 25 basis points to 3.75 percent. The Bank of Israel announces that the interest rate for July will rise by 25 basis points, to 3.75 percent. Background conditions. Inflation data: The Consumer Price Index (CPI) rose by 0.7 percent in May, in line with the forecasts, but higher than the upper limit of the seasonal path consistent with meeting the inflation target. The main considerations behind the decision. This current increase in the interest rate is required in light of the inflation environment that continues to be above the price stability target."
Georgia,2008-06-25,"Tbilisi. 25 June The Decision of the Monetary Policy Committee of the National Bank of Georgia on June 25, 2008 The Monetary Policy Committee (MPC) of the National Bank of Georgia (NBG) met today and decided to leave its main policy rate, the one-week Certificate of Deposit (CD) rate, unchanged at 12 percent. According to the Statistics Department of the Ministry of Economic Development, the annual inflation rate for the month of May decreased as expected and stood at 11.2 percent. Although the current rate of inflation in Georgia is above the comfort zone, it is lower than the inflation rates in several neighboring countries. For reference, the annual rate of inflation for the month of May was 15.1 percent in Russia, 31.1 percent in Ukraine, 25.7 percent in Azerbaijan, 9.8 percent in Armenia, 10.7 percent in Turkey, 2.8 percent in the Eurozone, 17.9 percent in Latvia, 12.0 percent in Lithuania, 11.3 percent in Estonia, 13.6 percent in Bulgaria, 27.9 percent in Kirgizstan and 19.5 in Kazakhstan. The relatively low level of inflation in Georgia was the result of a tighter monetary policy stance and a more flexible exchange rate policy. As evidenced by the domestic foreign exchange market, the high rates of foreign capital inflows still remain noteworthy. While the growth rate of the reserve money has decreased slightly along with the broad money aggregates, which aided in the reduction of the money multiplier compared to recent months, the growth rates of the abovementioned indicators still remain above preferred levels. The high rate of lending to the private sector relative to growth in loanable funds resulted in a liquidity shortage in the banking system during the second half of May. The liquidity shortage was mitigated partially through the use of NBG's standing facilities. In response to the liquidity shortage, commercial banks sharply increased interest rates. The increase in interest rates has not yet influenced, or caused a decline in the growth of private sector lending. The upcoming monetary policy decisions will, among other things, depend on the dynamics of the abovementioned indicator. Following the last monetary policy committee meeting, the existing risks to inflation have on balance, remained the unchanged. Assuming that significant increases in administrative prices will not be observed and commodity prices will be in line with the existing forecasts, the high interest rates will insure that an inflation rate close to 8 percent is achieved by the end of the year. 1 The reproduction without citing the source is not allowed. Tbilisi. 25 June The NBG will closely monitor the developments in the economy and financial markets with the objective of achieving the forecast inflation rate and will in due course act accordingly. In order to increase the transparency and predictability of monetary policy, the MPC decided to provide commercial banks with a six-month CD issue calendar in advance, instead of the existing three-month calendar. The 2008 schedule of the MPC meetings is posted on the website of the NBG. The next meeting will take place on July 23, 2008. 2 The reproduction without citing the source is not allowed."
Poland,2008-06-25,"Monetary Policy Council Warsaw, 25 June 2008 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL held on 24-25 June 2008 The Council decided to increase the NBP interest rates by 0.25 percentage points to the level: (cid:131) reference rate 6.00% on an annual basis; (cid:131) lombard rate 7.50% on an annual basis; (cid:131) deposit rate 4.50% on an annual basis; (cid:131) rediscount rate 6.25% on an annual basis. The Polish economy is still in the period of strong growth encompassing all its sectors. However, data released recently indicate that the economic growth is gradually slowing down, which is consistent with previous expectations. At the same time, information on labour market developments points to a sustained high growth of employment and wages and to an unfavourable relation between wage and labour productivity growth. The latest information on the US economy signal that the slowdown of activity in this economy may be less deep than previously expected, though it may last longer. Uncertainty also persists as to the scale of the decrease of euro-area economic growth and of its impact on the Polish economy. In the past few months oil prices in the world markets have strongly increased. At the same time, many countries have recorded a rise in both the current and the forecast inflation. In May the annual growth of consumer prices in Poland rose to 4.4%, remaining above the NBP's inflation target of 2.5% and also above the upper limit for deviations from the target set at 3.5%. The increase in inflation primarily resulted from a strong rise in administered prices (prices of gas and electricity) and from food and fuel price growth. The Council maintains its assessment that in the coming months inflation will remain above the upper limit for deviations from the inflation target, which, to a large extent, will be driven by increases of administered prices and high annual growth of food and fuel prices. The Council got acquainted with the projection of inflation and GDP based on the new version of the ECMOD model (NECMOD), which has been prepared by the Economic Institute of the NBP. The projection is one of the inputs into the Council's decision-making on the NBP interest rates. The annual growth of consumer prices forecast in the June projection is higher than expected in the February projection till the end of 2009, while in 2010 it is lower than forecast in the February projection. Under constant interest rates, there is a 50-percent probability that projected inflation will remain within the range of 3.8-4.7% in 2008 (compared to 3.6-4.7% in the February projection), 2.5-5.8% in 2009 (compared to 2.6-4.9%) and 0.1-5.7% in 2010 (compared to 2.1- 4.8%). According to the June NECMOD-based projection, the annual GDP growth will remain, with a 50-percent probability, within the range of 4.3-5.5% in 2008 (compared to 4.4-5.8% in the February projection), 3.4-6.2% in 2009 (compared to 3.5-6.1%) and 3.8-6.8% in 2010 (compared to 3.6-6.9%). ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51. In the Council's assessment in the coming quarters the wage pressure and, consequently, the inflationary pressure will probably persist despite the expected slowdown in the economic growth. Increased inflation will, to a large extent, result from the growth of administered prices and also from the food and fuel price growth observed in the world economy and affecting the Polish market. Persistently increased inflation creates a risk of inflation expectations remaining at an elevated level and, consequently, feeds the risk of the so-called second-round effects. Moreover, the rise in prices of energy and food may be gradually passing through to other prices, particularly to prices of some services. In the medium term inflationary pressure may be curbed by still good financial results of enterprises and continuously high investment growth conducive to productivity growth. Inflationary pressure may also be constrained by the slowdown in the global economy and, consequently, also in the Polish economy. The inflationary pressure may additionally be eased by globalisation, though its overall impact will probably be weaker than before. The previous increases of the NBP's interest rates and the zloty appreciation observed over the past few quarters will also be conducive to lowering inflation. Considering the above factors and taking into consideration the results of the June inflation projection, striving to bring inflation down to the inflation target in the medium term, the Council decided to raise the NBP's interest rates. The Council will be closely monitoring the growth and structure of domestic demand, the relation between wage and labour productivity growth in the enterprise sector and wage growth in the public finance sector, the degree of the expansionary fiscal policy stance, zloty exchange rate, developments of the current account balance and the impact of globalisation on the economy and on food prices. The Council will also analyse changes in the external factors affecting the Polish economy and their impact on the outlook for economic growth and inflation in Poland. The Council has adopted the June 2008 Inflation Report."
United States,2008-06-25,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 2 percent. Recent information indicates that overall economic activity continues to expand, partly reflecting some firming in household spending. However, labor markets have softened further and financial markets remain under considerable stress. Tight credit conditions, the ongoing housing contraction, and the rise in energy prices are likely to weigh on economic growth over the next few quarters. The Committee expects inflation to moderate later this year and next year. However, in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations, uncertainty about the inflation outlook remains high. The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time. Although downside risks to growth remain, they appear to have diminished somewhat, and the upside risks to inflation and inflation expectations have increased. The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability. Voting for the FOMC monetary policy action were: Ben S Bernanke. Chairman; Timothy F Geithner. Vice Chairman; Donald L Kohn; Randall S Kroszner; Frederic S Mishkin; Sandra Pianalto; Charles I Plosser; Gary H Stern; and Kevin M Warsh. Voting against was Richard W Fisher, who preferred an increase in the target for the federal funds rate at this meeting."
Egypt,2008-06-26,"Central Bank of Egypt Press Release June 26, 2008 The Central Bank of Egypt decided to raise its overnight deposit by 50 bps to 105 percent per annu. The discount rate was also raised by 100 bps to 10 percent per annu. In its meeting held on June 26, 2008, the Monetary Policy Committee (MPC) decided to raise the overnight deposit and lending rates by 50 bps to 105 percent and 125 percent, respectivel. The headline CPI inflation maintained its upward trend escalating to 197% in May as domestic food inflation accelerated sharply to 27% and intensified further by the broad- based regulated price adjustment. The spillover to non-food inflation continued to be stron. Concurrently there were additional price pressures from the ongoing strong economic growt. Despite the recent slight moderation in international food inflation, there are concerns relating to grain crops in light of adverse weather conditions which might prolong the international food price shoc. Moreover the impact of the second-round effects on inflation remains to unfold over the coming month. Given the clear evidence of underlying inflationary pressures, the MPC judges that the balance of risks to the inflation outlook continues to be on the upside and today's decision is aimed at containing inflation expectation. The MPC will continue to closely monitor all economic developments, especially the factors underlying inflation, and will not hesitate to adjust the key CBE rates to ensure price stability over the medium-ter. Dr Rania Al-Mashat Division Chief. Monetary Policy Unit Telephone number: 27701315 E-mail address: monetarypolicy@cbeorge."
Romania,2008-06-26,"In its meeting of June 26, 2008, the Board of the National Bank of Romania has decided the following:. The NBR Board will vigilantly monitor developments in macroeconomic indicators, standing ready to use the central bank's entire array of instruments to counteract inflationary pressures and to ensure the resumption of disinflation at a pace consistent with the aim of achieving the announced medium-term inflation targets in a sustainable manner. The annual inflation rate eased to 8.46 percent in May 2008 from 8.62 percent in the previous month, but continued to stay significantly above the upper limit of the variation band around the target for this year. Moreover, the adjusted CORE2 annual inflation rate - calculated by excluding the impact of administered and volatile prices (vegetables, fruit, eggs and fuel) as well as the effect of vice tax - climbed further to an annual 7.6 percent in May from 7.1 percent in the previous month. The developments in core inflation reveal both the persistent excess demand and the ongoing effects of supply-side shocks. The analysis of the most recent statistical data illustrates that domestic demand has been the main driver of economic growth in 2008 Q1 as well. Both investment and final household consumption sped up, the latter being driven by significant rises in incomes and the persistently rapid increase of credit to the private sector, especially that of foreign currency-denominated loans. Increased government spending has additionally boosted aggregate demand. These developments are reflected in the persistence of the external deficit at levels difficult to sustain in the long term, as well as in still high inflation rates. Wage growth stayed above labour productivity dynamics, fuelling inflationary pressures as well as the risk of deteriorating external competitiveness. The annual rise of credit to the private sector has edged down marginally, but its level remains excessively high, especially in what concerns foreign currency lending to households. Household indebtedness has reached levels that require close monitoring. The short-term inflation outlook has worsened in the context of forthcoming increases in some administered prices (natural gas and electricity) and in tobacco excise duties. The need to effectively anchor inflation expectations by avoiding their additional worsening against the background of global market tensions requires the continuation of monetary policy restrictiveness with an appropriate dosage of its instruments, while also calling for stronger support from other components of the economic policy mix. In light of available data, the NBR Board has decided to raise the monetary policy rate to 10.0 percent per annum from 9.75 percent. In this context, starting from June 27, 2008 the interest rate on the NBR deposit facility is raised to an annual 6.0 percent from 5.75 percent while the rate on its lending facility (Lombard rate) will stand at an annual 14.0 percent versus 13.75 percent previously. Also, the penalty rate for deficits of leu-denominated minimum required reserves will rise to an annual 21.0 percent from 20.5 percent starting with the July 24-August 23, 2008 maintenance period. The NBR Board has also decided to continue to pursue a firm management of money market liquidity via open-market operations and to leave unchanged the existing minimum reserve requirement ratios on both leu- and foreign currency-denominated liabilities of credit institutions. The NBR Board is restating that, apart from tighter monetary policy, the implementation of a restrictive economic policy mix, focusing on the fiscal and income components, and stepped-up structural reforms are essential to ensure the resumption of a durable downward trend in inflation, thus contributing to the achievement of sustainable economic growth in the longer term. The next NBR Board meeting dedicated to monetary policy is scheduled for July 31, 2008, when a new quarterly Inflation Report is to be examined."
Euroarea,2008-07-03,"Ladies and gentlemen, the Vice-President and I are very pleased to welcome you to today's press conference. Let me report on the outcome of our meeting, which was also attended by the President of the Eurogroup. Prime Minister Juncker, and Commissioner Almunia. On the basis of our regular economic and monetary analyses, we decided at today's meeting to increase the key ECB interest rates by 25 basis points. This decision was taken to prevent broadly based second-round effects and to counteract the increasing upside risks to price stability over the medium term. HICP inflation rates have continued to rise significantly since the autumn of last year. They are expected to remain well above the level consistent with price stability for a more protracted period than previously thought. Moreover, continued very vigorous money and credit growth and the absence thus far of significant constraints on bank loan supply in a context of ongoing financial market tensions confirm our assessment of upside risks to price stability over the medium term. At the same time, while the latest data confirm the expected weakening of real GDP growth in mid-2008 after exceptionally strong growth in the first quarter, the economic fundamentals of the euro area are sound. Against this background and in full accordance with our mandate, we emphasise that maintaining price stability in the medium term is our primary objective and that it is our strong determination to keep medium and long-term inflation expectations firmly anchored in line with price stability. This will preserve purchasing power in the medium term and continue to support sustainable growth and employment in the euro area. On the basis of our current assessment, the monetary policy stance following today's decision will contribute to achieving our objective. We will continue to monitor very closely all developments over the period ahead. Allow me to explain our assessment in greater detail, starting with the economic analysis. Information that has become available since the June press conference confirms our previous expectation of rather weak real GDP growth in the second quarter of 2008, in part as a technical counter-reaction to the strong quarter-on-quarter increase of 0.8% in the first quarter. As we have stressed previously, the quarterly growth rates for the first half of this year have been subject to strong temporary and compensatory factors, notably weather-related effects on the profile of construction activity. Therefore, in order to assess the underlying momentum of euro area economic activity and to avoid being misguided by highly volatile quarterly outturns, it is necessary to evaluate the first two quarters of 2008 together. Interpreted on this basis, the information available remains broadly in line with our expectation of moderate ongoing growth. Looking ahead, both domestic and foreign demand are expected to support real GDP growth in the euro area in 2008, albeit to a lesser extent than during 2007. While moderating, growth in the world economy is expected to remain resilient, benefiting in particular from continued robust growth in emerging economies. As regards domestic developments, the fundamentals of the euro area economy remain sound and the euro area does not suffer from major imbalances. In this context, investment growth in the euro area should continue to support economic activity, as rates of capacity utilisation remain elevated and profitability in the non-financial corporate sector has been sustained. Moreover, employment rates and labour force participation have increased significantly in recent years, and unemployment rates have fallen to levels not seen for 25 years. However, these developments, which support household disposable income and consumption, are unlikely to fully compensate the loss of purchasing power caused by higher energy and food prices. In the view of the Governing Council, the uncertainty surrounding this outlook for economic activity remains high, owing not least to the very high levels of commodity prices, and downside risks prevail. In particular, risks stem from the dampening impact on consumption and investment of further unanticipated increases in energy and food prices. Moreover, downside risks continue to relate to the potential for the ongoing financial market tensions to affect the real economy more adversely than anticipated. Concerns about the emergence of protectionist pressures and the possibility of disorderly developments owing to global imbalances also imply downside risks to the outlook for economic activity. With regard to price developments, annual HICP inflation has remained well above the level consistent with price stability since last autumn, reaching 3.7% in May 2008 and  according to Eurostat's flash estimate  4.0% in June. This worrying level of inflation rates results largely from sharp increases in energy and food prices at the global level in recent months. Looking ahead, on the basis of current futures prices for these commodities, the annual HICP inflation rate is likely to remain well above 2% for quite some time, moderating only gradually in 2009. We are thus currently experiencing a protracted period of high annual rates of inflation, which is likely to be more persistent than anticipated some months ago. Risks to price stability at the policy-relevant medium-term horizon remain clearly on the upside and have increased further over the past few months. These risks include notably the possibility of further increases in energy and food prices. There is also a very strong concern that price and wage-setting behaviour could add to inflationary pressures via broadly based second-round effects. The Governing Council is monitoring price-setting behaviour and wage negotiations in the euro area with particular attention. Furthermore, there are potential upside risks from unanticipated rises in indirect taxes and administered prices. Against this background, it is imperative to ensure that medium to longer-term inflation expectations remain firmly anchored at levels in line with price stability. The shift in relative prices and the related transfer of income from commodity-importing countries to commodity-exporting countries have to be accepted. They require a change in the behaviour of companies and households. Therefore, broadly based second-round effects stemming from the impact of higher energy and food prices on price and wage-setting behaviour must be avoided. All parties concerned, in both the private and the public sector, must meet their responsibilities in this regard. In this context, the Governing Council is concerned about the existence of schemes in which nominal wages are indexed to consumer prices. Such schemes involve the risk of upward shocks in inflation leading to a wage-price spiral, which would be detrimental to employment and competitiveness in the countries concerned. The Governing Council therefore calls for such schemes to be avoided. The monetary analysis confirms the prevailing upside risks to price stability at medium to longer-term horizons. In line with our monetary policy strategy, we take the view that the sustained underlying strength of monetary and credit expansion in the euro area over the past few years has created upside risks to price stability. Over recent quarters, these risks appear to have become manifest as inflation has trended upwards. Against this background, the continued strength of monetary dynamics represents an important signal of the risks to price stability over the medium term that we have been addressing through our actions since end-2005, including today's move. More specifically, annual M3 growth has remained very vigorous in recent months, supported by the continued strong growth of MFI loans to the private sector. Although annual M3 growth of still above 10% overstates the underlying pace of monetary expansion, owing to the impact of the flat yield curve and other temporary factors, nonetheless, even after taking such effects into account, a broad-based assessment of the latest data confirms that the underlying rate of money and credit growth remains strong. The current structure of yields has triggered substitution both within and into the broad monetary aggregate M3, leading to a pronounced decline in annual M1 growth and very rapid increases in time deposits. At the same time, higher short-term interest rates have served to moderate the growth of household borrowing, although cooling housing markets in several parts of the euro area have also played a substantial role in this regard. However, the growth of bank loans to non-financial corporations has remained very robust despite the rises in short-term rates. While some moderation can be expected in the future in the light of tightening financing conditions and more moderate economic growth, bank borrowing by euro area non-financial corporations grew at an annual rate of 14.2% in May 2008, and the flow of loans in recent months has been strong. Not least in the face of the ongoing tensions in financial markets, the monetary analysis helps to support the necessary medium-term orientation of monetary policy by focusing attention on the upside risks to price stability prevailing at medium to longer horizons. Moreover, a thorough assessment of the money and credit data has provided an important insight into bank behaviour and financing conditions. In particular, the strength, maturity and sectoral composition of bank borrowing suggest that, at the level of the euro area as a whole, the availability of bank credit has, as yet, not been significantly affected by the tensions. To sum up, a cross-check of the outcome of the economic analysis with that of the monetary analysis clearly confirms the assessment of increasing upside risks to price stability over the medium term, in a context of very vigorous money and credit growth and the absence thus far of significant constraints on bank loan supply. At the same time, the economic fundamentals of the euro area are sound, and incoming macroeconomic data continue to point to moderate ongoing real GDP growth when the high volatility of growth rates in the first half of this year is taken properly into account. Against this background and in full accordance with our mandate, it is imperative that we prevent broadly based second-round effects and counteract the increasing risks to price stability. We emphasise that maintaining price stability in the medium term is our primary objective and that it is our strong determination to keep medium and long-term inflation expectations firmly anchored in line with price stability, thereby preserving purchasing power in the medium term and supporting sustainable growth and employment in the euro area. On the basis of our current assessment, the monetary policy stance following today's decision will contribute to achieving our objective. We will continue to monitor very closely all developments over the period ahead. Regarding fiscal policy, budgetary consolidation targets are at risk in a number of euro area countries. Moreover, the risk of countries' budget deficits coming close to or even exceeding the 3% of GDP reference value has increased. The Governing Council therefore reiterates its strong support for a rigorous implementation of euro area governments' 2008 budgets and a prudent design of fiscal policy plans for 2009, in line with the agreement in the Eurogroup in May 2008. Achieving and maintaining sound structural fiscal positions is essential to ensure the sustainability of public finances as well as to create scope for the free working of automatic stabilisers in all euro area countries and thereby contribute to the smoothing of cyclical fluctuations. As regards structural reforms, we reiterate our full support for all efforts to enhance competition, increase productivity and foster market flexibility. In view of the marked increase in international food commodity prices, removing impediments to competition at the various stages of the food supply chain in the retail and distribution sectors would benefit European consumers through lower prices. As regards labour markets, let me direct your attention to the ECB's 2008 Structural Issues Report, which was recently submitted to the European Parliament. It emphasises the generally favourable labour market developments in the euro area over the last decade but equally points out the urgent need to counter the ageing-related reduction in the labour force, in particular by increasing employment in all groups of society, by making labour markets more flexible and by enhancing investment in education and training."
Chile,2008-07-10,"Central Bank of Chile Santiago, 10 July 2008 Press Release* In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to raise the monetary policy interest rate by 50 basis points, to 7.25% (annual). Given the deteriorated inflationary outlook, this increase in the monetary policy rate is necessary to ensure convergence of inflation toward 3% over the policy horizon. Internationally, output prospects for developed economies remain weak and world financial markets are still under stress. The oil price has remained high, while the prices of most commodities have increased again. Inflationary pressures have intensified around the world. Domestically, available information on second-quarter economic activity is consistent with growth forecasts for the year contained in the last Monetary Policy Report. Domestic demand continues to grow at a fast pace, particularly its imported component, and unemployment has remained stable. June's inflation significantly exceeded forecasts, due to new price hikes for energy and foodstuffs. Core inflation measures and various indicators for inflation expectations have risen, suggesting greater than foreseen inflationary propagation. Wage dynamics remain in line with historical patterns. The Board reaffirms its commitment to conduct monetary policy so as to reduce the current high inflation rates to 3% over the policy horizon. This is essential to align inflationary dynamics with the price stability objective. The future path of the monetary policy rate will depend on incoming information and its implications on projected inflation, although, in the most likely scenario, further adjustments will be necessary in order to ensure convergence of inflation to the target. * The Spanish original prevails."
South Korea,2008-07-10,"The Bank of Korea Monetary Policy Decision The Monetary Policy Committee of the Bank of Korea decided today to maintain the Base Rate at its current level (5.00%) for the intermeeting period. (The following is an English translation of the Monetary Policy Committee statement). The Monetary Policy Committee of the Bank of Korea decided today to maintain the Base Rate at its current level (5.00%) for the intermeeting period. The pace of domestic economic growth has slackened. While exports continue to post robust growth, domestic demand has weakened. There still remains a high degree of uncertainty surrounding future economic developments, largely due to the run- up in international oil prices, the international financial market unrest and the US economic slowdown. Consumer price inflation has picked up its pace, mainly influenced by high oil prices, and inflation seems likely to remain significantly high for quite some time. The upward trend of real estate prices has been blunted. Liquidity is still ample in the financial markets and financial institutions' lending continues to show a steady increase. Meanwhile, long-term market interest rates have shown a sharp rise largely prompted by concerns about rising inflation."
